snapshot_id,website_id,snapshot_version,snapshot_timestamp_iso,version_count_at_snapshot,latest_release_version,stale_eligible,split
SNAP-W037-V07,W037,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W037-V08,W037,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W037-V09,W037,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W038-V01,W038,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W038-V02,W038,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W038-V03,W038,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W038-V04,W038,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W038-V05,W038,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W038-V06,W038,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W038-V07,W038,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W038-V08,W038,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W038-V09,W038,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W039-V01,W039,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W039-V02,W039,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W039-V03,W039,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W039-V04,W039,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W039-V05,W039,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W039-V06,W039,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W039-V07,W039,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W039-V08,W039,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W039-V09,W039,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W040-V01,W040,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W040-V02,W040,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W040-V03,W040,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W040-V04,W040,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W040-V05,W040,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W040-V06,W040,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W040-V07,W040,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W040-V08,W040,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W040-V09,W040,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W041-V01,W041,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W041-V02,W041,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W041-V03,W041,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W041-V04,W041,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W041-V05,W041,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W041-V06,W041,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W041-V07,W041,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W041-V08,W041,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W041-V09,W041,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W042-V01,W042,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W042-V02,W042,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W042-V03,W042,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W042-V04,W042,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W042-V05,W042,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W042-V06,W042,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W042-V07,W042,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W042-V08,W042,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W042-V09,W042,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W043-V01,W043,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W043-V02,W043,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W043-V03,W043,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W043-V04,W043,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W043-V05,W043,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W043-V06,W043,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W043-V07,W043,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W043-V08,W043,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W043-V09,W043,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W044-V01,W044,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W044-V02,W044,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W044-V03,W044,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W044-V04,W044,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W044-V05,W044,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W044-V06,W044,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W044-V07,W044,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W044-V08,W044,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W044-V09,W044,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W045-V01,W045,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W045-V02,W045,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W045-V03,W045,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W045-V04,W045,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W045-V05,W045,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W045-V06,W045,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W045-V07,W045,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W045-V08,W045,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W045-V09,W045,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W046-V01,W046,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W046-V02,W046,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W046-V03,W046,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W046-V04,W046,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W046-V05,W046,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W046-V06,W046,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W046-V07,W046,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W046-V08,W046,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W046-V09,W046,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W047-V01,W047,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W047-V02,W047,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W047-V03,W047,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W047-V04,W047,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W047-V05,W047,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W047-V06,W047,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W047-V07,W047,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W047-V08,W047,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W047-V09,W047,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W048-V01,W048,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W048-V02,W048,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W048-V03,W048,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W048-V04,W048,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W048-V05,W048,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W048-V06,W048,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W048-V07,W048,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W048-V08,W048,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W048-V09,W048,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W049-V01,W049,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W049-V02,W049,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W049-V03,W049,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W049-V04,W049,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W049-V05,W049,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W049-V06,W049,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W049-V07,W049,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W049-V08,W049,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W049-V09,W049,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W050-V01,W050,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W050-V02,W050,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W050-V03,W050,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W050-V04,W050,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W050-V05,W050,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W050-V06,W050,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W050-V07,W050,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W050-V08,W050,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W050-V09,W050,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W051-V01,W051,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W051-V02,W051,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W051-V03,W051,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W051-V04,W051,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W051-V05,W051,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W051-V06,W051,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W051-V07,W051,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W051-V08,W051,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W051-V09,W051,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W052-V01,W052,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W052-V02,W052,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W052-V03,W052,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W052-V04,W052,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W052-V05,W052,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W052-V06,W052,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W052-V07,W052,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W052-V08,W052,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W052-V09,W052,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W053-V01,W053,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W053-V02,W053,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W053-V03,W053,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W053-V04,W053,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W053-V05,W053,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W053-V06,W053,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W053-V07,W053,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W053-V08,W053,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W053-V09,W053,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W054-V01,W054,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W054-V02,W054,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W054-V03,W054,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W054-V04,W054,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W054-V05,W054,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W054-V06,W054,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W054-V07,W054,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W054-V08,W054,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W054-V09,W054,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W055-V01,W055,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W055-V02,W055,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W055-V03,W055,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W055-V04,W055,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W055-V05,W055,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W055-V06,W055,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W055-V07,W055,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W055-V08,W055,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W055-V09,W055,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W056-V01,W056,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W056-V02,W056,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W056-V03,W056,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W056-V04,W056,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W056-V05,W056,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W056-V06,W056,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W056-V07,W056,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W056-V08,W056,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W056-V09,W056,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W057-V01,W057,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W057-V02,W057,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W057-V03,W057,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W057-V04,W057,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W057-V05,W057,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W057-V06,W057,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W057-V07,W057,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W057-V08,W057,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W057-V09,W057,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W058-V01,W058,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W058-V02,W058,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W058-V03,W058,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W058-V04,W058,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W058-V05,W058,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W058-V06,W058,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W058-V07,W058,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W058-V08,W058,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W058-V09,W058,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W059-V01,W059,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W059-V02,W059,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W059-V03,W059,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W059-V04,W059,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W059-V05,W059,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W059-V06,W059,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W059-V07,W059,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W059-V08,W059,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W059-V09,W059,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W060-V01,W060,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W060-V02,W060,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W060-V03,W060,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W060-V04,W060,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W060-V05,W060,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W060-V06,W060,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W060-V07,W060,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W060-V08,W060,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W060-V09,W060,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W061-V01,W061,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W061-V02,W061,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W061-V03,W061,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W061-V04,W061,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W061-V05,W061,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W061-V06,W061,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W061-V07,W061,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W061-V08,W061,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W061-V09,W061,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W062-V01,W062,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W062-V02,W062,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W062-V03,W062,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W062-V04,W062,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W062-V05,W062,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W062-V06,W062,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W062-V07,W062,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W062-V08,W062,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W062-V09,W062,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W063-V01,W063,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W063-V02,W063,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W063-V03,W063,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W063-V04,W063,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W063-V05,W063,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W063-V06,W063,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W063-V07,W063,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W063-V08,W063,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W063-V09,W063,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W064-V01,W064,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W064-V02,W064,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W064-V03,W064,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W064-V04,W064,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W064-V05,W064,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W064-V06,W064,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W064-V07,W064,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W064-V08,W064,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W064-V09,W064,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W065-V01,W065,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W065-V02,W065,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W065-V03,W065,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W065-V04,W065,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W065-V05,W065,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W065-V06,W065,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W065-V07,W065,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W065-V08,W065,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W065-V09,W065,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W066-V01,W066,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W066-V02,W066,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W066-V03,W066,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W066-V04,W066,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W066-V05,W066,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W066-V06,W066,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W066-V07,W066,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W066-V08,W066,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W066-V09,W066,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W067-V01,W067,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W067-V02,W067,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W067-V03,W067,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W067-V04,W067,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W067-V05,W067,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W067-V06,W067,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W067-V07,W067,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W067-V08,W067,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W067-V09,W067,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W068-V01,W068,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W068-V02,W068,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W068-V03,W068,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W068-V04,W068,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W068-V05,W068,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W068-V06,W068,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W068-V07,W068,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W068-V08,W068,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W068-V09,W068,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W069-V01,W069,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W069-V02,W069,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W069-V03,W069,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W069-V04,W069,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W069-V05,W069,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W069-V06,W069,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W069-V07,W069,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W069-V08,W069,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W069-V09,W069,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W070-V01,W070,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W070-V02,W070,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W070-V03,W070,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W070-V04,W070,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W070-V05,W070,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W070-V06,W070,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W070-V07,W070,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W070-V08,W070,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W070-V09,W070,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W071-V01,W071,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W071-V02,W071,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W071-V03,W071,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W071-V04,W071,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W071-V05,W071,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W071-V06,W071,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W071-V07,W071,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W071-V08,W071,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W071-V09,W071,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W072-V01,W072,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W072-V02,W072,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W072-V03,W072,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W072-V04,W072,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W072-V05,W072,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W072-V06,W072,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W072-V07,W072,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W072-V08,W072,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W072-V09,W072,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W073-V01,W073,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W073-V02,W073,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W073-V03,W073,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W073-V04,W073,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W073-V05,W073,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W073-V06,W073,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W073-V07,W073,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W073-V08,W073,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W073-V09,W073,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W074-V01,W074,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W074-V02,W074,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W074-V03,W074,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W074-V04,W074,V04,2026-01-22T00:00:00Z,4,V10,yes,train
