replacement_id,stale_test_id,website_id,page_id,snapshot_version,required_version,snapshot_chunk_ids,required_chunk_ids,chunk_replacement_plan_json,any_embedding_update_required,selective_replace_instruction,split
REP-ST0334-P04,ST0334,W134,P04,V06,V08,"W134_V06_P04_C1,W134_V06_P04_C2","W134_V08_P04_C1,W134_V08_P04_C2","[{""from_chunk_id"": ""W134_V06_P04_C1"", ""to_chunk_id"": ""W134_V08_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P04_C2"", ""to_chunk_id"": ""W134_V08_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P04_C1,W134_V06_P04_C2 with embeddings of W134_V08_P04_C1,W134_V08_P04_C2 for W134 P04 V06->V08.",train
REP-ST0334-P05,ST0334,W134,P05,V06,V08,"W134_V06_P05_C1,W134_V06_P05_C2","W134_V08_P05_C1,W134_V08_P05_C2","[{""from_chunk_id"": ""W134_V06_P05_C1"", ""to_chunk_id"": ""W134_V08_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P05_C2"", ""to_chunk_id"": ""W134_V08_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P05_C1,W134_V06_P05_C2 with embeddings of W134_V08_P05_C1,W134_V08_P05_C2 for W134 P05 V06->V08.",train
REP-ST0334-P06,ST0334,W134,P06,V06,V08,"W134_V06_P06_C1,W134_V06_P06_C2","W134_V08_P06_C1,W134_V08_P06_C2","[{""from_chunk_id"": ""W134_V06_P06_C1"", ""to_chunk_id"": ""W134_V08_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P06_C2"", ""to_chunk_id"": ""W134_V08_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P06_C1,W134_V06_P06_C2 with embeddings of W134_V08_P06_C1,W134_V08_P06_C2 for W134 P06 V06->V08.",train
REP-ST0334-P07,ST0334,W134,P07,V06,V08,"W134_V06_P07_C1,W134_V06_P07_C2","W134_V08_P07_C1,W134_V08_P07_C2","[{""from_chunk_id"": ""W134_V06_P07_C1"", ""to_chunk_id"": ""W134_V08_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P07_C2"", ""to_chunk_id"": ""W134_V08_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P07_C1,W134_V06_P07_C2 with embeddings of W134_V08_P07_C1,W134_V08_P07_C2 for W134 P07 V06->V08.",train
REP-ST0334-P08,ST0334,W134,P08,V06,V08,"W134_V06_P08_C1,W134_V06_P08_C2","W134_V08_P08_C1,W134_V08_P08_C2","[{""from_chunk_id"": ""W134_V06_P08_C1"", ""to_chunk_id"": ""W134_V08_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P08_C2"", ""to_chunk_id"": ""W134_V08_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P08_C1,W134_V06_P08_C2 with embeddings of W134_V08_P08_C1,W134_V08_P08_C2 for W134 P08 V06->V08.",train
REP-ST0334-P09,ST0334,W134,P09,V06,V08,"W134_V06_P09_C1,W134_V06_P09_C2","W134_V08_P09_C1,W134_V08_P09_C2","[{""from_chunk_id"": ""W134_V06_P09_C1"", ""to_chunk_id"": ""W134_V08_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P09_C2"", ""to_chunk_id"": ""W134_V08_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P09_C1,W134_V06_P09_C2 with embeddings of W134_V08_P09_C1,W134_V08_P09_C2 for W134 P09 V06->V08.",train
REP-ST0334-P10,ST0334,W134,P10,V06,V08,"W134_V06_P10_C1,W134_V06_P10_C2","W134_V08_P10_C1,W134_V08_P10_C2","[{""from_chunk_id"": ""W134_V06_P10_C1"", ""to_chunk_id"": ""W134_V08_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W134_V06_P10_C2"", ""to_chunk_id"": ""W134_V08_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W134_V06_P10_C1,W134_V06_P10_C2 with embeddings of W134_V08_P10_C1,W134_V08_P10_C2 for W134 P10 V06->V08.",train
REP-ST0335-P01,ST0335,W135,P01,V07,V09,"W135_V07_P01_C1,W135_V07_P01_C2","W135_V09_P01_C1,W135_V09_P01_C2","[{""from_chunk_id"": ""W135_V07_P01_C1"", ""to_chunk_id"": ""W135_V09_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P01_C2"", ""to_chunk_id"": ""W135_V09_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P01_C1,W135_V07_P01_C2 with embeddings of W135_V09_P01_C1,W135_V09_P01_C2 for W135 P01 V07->V09.",train
REP-ST0335-P02,ST0335,W135,P02,V07,V09,"W135_V07_P02_C1,W135_V07_P02_C2","W135_V09_P02_C1,W135_V09_P02_C2","[{""from_chunk_id"": ""W135_V07_P02_C1"", ""to_chunk_id"": ""W135_V09_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P02_C2"", ""to_chunk_id"": ""W135_V09_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P02_C1,W135_V07_P02_C2 with embeddings of W135_V09_P02_C1,W135_V09_P02_C2 for W135 P02 V07->V09.",train
REP-ST0335-P03,ST0335,W135,P03,V07,V09,"W135_V07_P03_C1,W135_V07_P03_C2","W135_V09_P03_C1,W135_V09_P03_C2","[{""from_chunk_id"": ""W135_V07_P03_C1"", ""to_chunk_id"": ""W135_V09_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P03_C2"", ""to_chunk_id"": ""W135_V09_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P03_C1,W135_V07_P03_C2 with embeddings of W135_V09_P03_C1,W135_V09_P03_C2 for W135 P03 V07->V09.",train
REP-ST0335-P04,ST0335,W135,P04,V07,V09,"W135_V07_P04_C1,W135_V07_P04_C2","W135_V09_P04_C1,W135_V09_P04_C2","[{""from_chunk_id"": ""W135_V07_P04_C1"", ""to_chunk_id"": ""W135_V09_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P04_C2"", ""to_chunk_id"": ""W135_V09_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P04_C1,W135_V07_P04_C2 with embeddings of W135_V09_P04_C1,W135_V09_P04_C2 for W135 P04 V07->V09.",train
REP-ST0335-P05,ST0335,W135,P05,V07,V09,"W135_V07_P05_C1,W135_V07_P05_C2","W135_V09_P05_C1,W135_V09_P05_C2","[{""from_chunk_id"": ""W135_V07_P05_C1"", ""to_chunk_id"": ""W135_V09_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P05_C2"", ""to_chunk_id"": ""W135_V09_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P05_C1,W135_V07_P05_C2 with embeddings of W135_V09_P05_C1,W135_V09_P05_C2 for W135 P05 V07->V09.",train
REP-ST0335-P06,ST0335,W135,P06,V07,V09,"W135_V07_P06_C1,W135_V07_P06_C2","W135_V09_P06_C1,W135_V09_P06_C2","[{""from_chunk_id"": ""W135_V07_P06_C1"", ""to_chunk_id"": ""W135_V09_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P06_C2"", ""to_chunk_id"": ""W135_V09_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P06_C1,W135_V07_P06_C2 with embeddings of W135_V09_P06_C1,W135_V09_P06_C2 for W135 P06 V07->V09.",train
REP-ST0335-P07,ST0335,W135,P07,V07,V09,"W135_V07_P07_C1,W135_V07_P07_C2","W135_V09_P07_C1,W135_V09_P07_C2","[{""from_chunk_id"": ""W135_V07_P07_C1"", ""to_chunk_id"": ""W135_V09_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P07_C2"", ""to_chunk_id"": ""W135_V09_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P07_C1,W135_V07_P07_C2 with embeddings of W135_V09_P07_C1,W135_V09_P07_C2 for W135 P07 V07->V09.",train
REP-ST0335-P08,ST0335,W135,P08,V07,V09,"W135_V07_P08_C1,W135_V07_P08_C2","W135_V09_P08_C1,W135_V09_P08_C2","[{""from_chunk_id"": ""W135_V07_P08_C1"", ""to_chunk_id"": ""W135_V09_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P08_C2"", ""to_chunk_id"": ""W135_V09_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P08_C1,W135_V07_P08_C2 with embeddings of W135_V09_P08_C1,W135_V09_P08_C2 for W135 P08 V07->V09.",train
REP-ST0335-P09,ST0335,W135,P09,V07,V09,"W135_V07_P09_C1,W135_V07_P09_C2","W135_V09_P09_C1,W135_V09_P09_C2","[{""from_chunk_id"": ""W135_V07_P09_C1"", ""to_chunk_id"": ""W135_V09_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P09_C2"", ""to_chunk_id"": ""W135_V09_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P09_C1,W135_V07_P09_C2 with embeddings of W135_V09_P09_C1,W135_V09_P09_C2 for W135 P09 V07->V09.",train
REP-ST0335-P10,ST0335,W135,P10,V07,V09,"W135_V07_P10_C1,W135_V07_P10_C2","W135_V09_P10_C1,W135_V09_P10_C2","[{""from_chunk_id"": ""W135_V07_P10_C1"", ""to_chunk_id"": ""W135_V09_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W135_V07_P10_C2"", ""to_chunk_id"": ""W135_V09_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W135_V07_P10_C1,W135_V07_P10_C2 with embeddings of W135_V09_P10_C1,W135_V09_P10_C2 for W135 P10 V07->V09.",train
REP-ST0336-P01,ST0336,W136,P01,V01,V03,"W136_V01_P01_C1,W136_V01_P01_C2","W136_V03_P01_C1,W136_V03_P01_C2","[{""from_chunk_id"": ""W136_V01_P01_C1"", ""to_chunk_id"": ""W136_V03_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P01_C2"", ""to_chunk_id"": ""W136_V03_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P01_C1,W136_V01_P01_C2 with embeddings of W136_V03_P01_C1,W136_V03_P01_C2 for W136 P01 V01->V03.",train
REP-ST0336-P02,ST0336,W136,P02,V01,V03,"W136_V01_P02_C1,W136_V01_P02_C2","W136_V03_P02_C1,W136_V03_P02_C2","[{""from_chunk_id"": ""W136_V01_P02_C1"", ""to_chunk_id"": ""W136_V03_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P02_C2"", ""to_chunk_id"": ""W136_V03_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P02_C1,W136_V01_P02_C2 with embeddings of W136_V03_P02_C1,W136_V03_P02_C2 for W136 P02 V01->V03.",train
REP-ST0336-P03,ST0336,W136,P03,V01,V03,"W136_V01_P03_C1,W136_V01_P03_C2","W136_V03_P03_C1,W136_V03_P03_C2","[{""from_chunk_id"": ""W136_V01_P03_C1"", ""to_chunk_id"": ""W136_V03_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P03_C2"", ""to_chunk_id"": ""W136_V03_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P03_C1,W136_V01_P03_C2 with embeddings of W136_V03_P03_C1,W136_V03_P03_C2 for W136 P03 V01->V03.",train
REP-ST0336-P04,ST0336,W136,P04,V01,V03,"W136_V01_P04_C1,W136_V01_P04_C2","W136_V03_P04_C1,W136_V03_P04_C2","[{""from_chunk_id"": ""W136_V01_P04_C1"", ""to_chunk_id"": ""W136_V03_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P04_C2"", ""to_chunk_id"": ""W136_V03_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P04_C1,W136_V01_P04_C2 with embeddings of W136_V03_P04_C1,W136_V03_P04_C2 for W136 P04 V01->V03.",train
REP-ST0336-P05,ST0336,W136,P05,V01,V03,"W136_V01_P05_C1,W136_V01_P05_C2","W136_V03_P05_C1,W136_V03_P05_C2","[{""from_chunk_id"": ""W136_V01_P05_C1"", ""to_chunk_id"": ""W136_V03_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P05_C2"", ""to_chunk_id"": ""W136_V03_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P05_C1,W136_V01_P05_C2 with embeddings of W136_V03_P05_C1,W136_V03_P05_C2 for W136 P05 V01->V03.",train
REP-ST0336-P06,ST0336,W136,P06,V01,V03,"W136_V01_P06_C1,W136_V01_P06_C2","W136_V03_P06_C1,W136_V03_P06_C2","[{""from_chunk_id"": ""W136_V01_P06_C1"", ""to_chunk_id"": ""W136_V03_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P06_C2"", ""to_chunk_id"": ""W136_V03_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P06_C1,W136_V01_P06_C2 with embeddings of W136_V03_P06_C1,W136_V03_P06_C2 for W136 P06 V01->V03.",train
REP-ST0336-P07,ST0336,W136,P07,V01,V03,"W136_V01_P07_C1,W136_V01_P07_C2","W136_V03_P07_C1,W136_V03_P07_C2","[{""from_chunk_id"": ""W136_V01_P07_C1"", ""to_chunk_id"": ""W136_V03_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P07_C2"", ""to_chunk_id"": ""W136_V03_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P07_C1,W136_V01_P07_C2 with embeddings of W136_V03_P07_C1,W136_V03_P07_C2 for W136 P07 V01->V03.",train
REP-ST0336-P08,ST0336,W136,P08,V01,V03,"W136_V01_P08_C1,W136_V01_P08_C2","W136_V03_P08_C1,W136_V03_P08_C2","[{""from_chunk_id"": ""W136_V01_P08_C1"", ""to_chunk_id"": ""W136_V03_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P08_C2"", ""to_chunk_id"": ""W136_V03_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P08_C1,W136_V01_P08_C2 with embeddings of W136_V03_P08_C1,W136_V03_P08_C2 for W136 P08 V01->V03.",train
REP-ST0336-P09,ST0336,W136,P09,V01,V03,"W136_V01_P09_C1,W136_V01_P09_C2","W136_V03_P09_C1,W136_V03_P09_C2","[{""from_chunk_id"": ""W136_V01_P09_C1"", ""to_chunk_id"": ""W136_V03_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P09_C2"", ""to_chunk_id"": ""W136_V03_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P09_C1,W136_V01_P09_C2 with embeddings of W136_V03_P09_C1,W136_V03_P09_C2 for W136 P09 V01->V03.",train
REP-ST0336-P10,ST0336,W136,P10,V01,V03,"W136_V01_P10_C1,W136_V01_P10_C2","W136_V03_P10_C1,W136_V03_P10_C2","[{""from_chunk_id"": ""W136_V01_P10_C1"", ""to_chunk_id"": ""W136_V03_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W136_V01_P10_C2"", ""to_chunk_id"": ""W136_V03_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W136_V01_P10_C1,W136_V01_P10_C2 with embeddings of W136_V03_P10_C1,W136_V03_P10_C2 for W136 P10 V01->V03.",train
REP-ST0337-P01,ST0337,W137,P01,V02,V04,"W137_V02_P01_C1,W137_V02_P01_C2","W137_V04_P01_C1,W137_V04_P01_C2","[{""from_chunk_id"": ""W137_V02_P01_C1"", ""to_chunk_id"": ""W137_V04_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P01_C2"", ""to_chunk_id"": ""W137_V04_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P01_C1,W137_V02_P01_C2 with embeddings of W137_V04_P01_C1,W137_V04_P01_C2 for W137 P01 V02->V04.",train
REP-ST0337-P02,ST0337,W137,P02,V02,V04,"W137_V02_P02_C1,W137_V02_P02_C2","W137_V04_P02_C1,W137_V04_P02_C2","[{""from_chunk_id"": ""W137_V02_P02_C1"", ""to_chunk_id"": ""W137_V04_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P02_C2"", ""to_chunk_id"": ""W137_V04_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P02_C1,W137_V02_P02_C2 with embeddings of W137_V04_P02_C1,W137_V04_P02_C2 for W137 P02 V02->V04.",train
REP-ST0337-P03,ST0337,W137,P03,V02,V04,"W137_V02_P03_C1,W137_V02_P03_C2","W137_V04_P03_C1,W137_V04_P03_C2","[{""from_chunk_id"": ""W137_V02_P03_C1"", ""to_chunk_id"": ""W137_V04_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P03_C2"", ""to_chunk_id"": ""W137_V04_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P03_C1,W137_V02_P03_C2 with embeddings of W137_V04_P03_C1,W137_V04_P03_C2 for W137 P03 V02->V04.",train
REP-ST0337-P04,ST0337,W137,P04,V02,V04,"W137_V02_P04_C1,W137_V02_P04_C2","W137_V04_P04_C1,W137_V04_P04_C2","[{""from_chunk_id"": ""W137_V02_P04_C1"", ""to_chunk_id"": ""W137_V04_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P04_C2"", ""to_chunk_id"": ""W137_V04_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P04_C1,W137_V02_P04_C2 with embeddings of W137_V04_P04_C1,W137_V04_P04_C2 for W137 P04 V02->V04.",train
REP-ST0337-P05,ST0337,W137,P05,V02,V04,"W137_V02_P05_C1,W137_V02_P05_C2","W137_V04_P05_C1,W137_V04_P05_C2","[{""from_chunk_id"": ""W137_V02_P05_C1"", ""to_chunk_id"": ""W137_V04_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P05_C2"", ""to_chunk_id"": ""W137_V04_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P05_C1,W137_V02_P05_C2 with embeddings of W137_V04_P05_C1,W137_V04_P05_C2 for W137 P05 V02->V04.",train
REP-ST0337-P06,ST0337,W137,P06,V02,V04,"W137_V02_P06_C1,W137_V02_P06_C2","W137_V04_P06_C1,W137_V04_P06_C2","[{""from_chunk_id"": ""W137_V02_P06_C1"", ""to_chunk_id"": ""W137_V04_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P06_C2"", ""to_chunk_id"": ""W137_V04_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P06_C1,W137_V02_P06_C2 with embeddings of W137_V04_P06_C1,W137_V04_P06_C2 for W137 P06 V02->V04.",train
REP-ST0337-P07,ST0337,W137,P07,V02,V04,"W137_V02_P07_C1,W137_V02_P07_C2","W137_V04_P07_C1,W137_V04_P07_C2","[{""from_chunk_id"": ""W137_V02_P07_C1"", ""to_chunk_id"": ""W137_V04_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P07_C2"", ""to_chunk_id"": ""W137_V04_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P07_C1,W137_V02_P07_C2 with embeddings of W137_V04_P07_C1,W137_V04_P07_C2 for W137 P07 V02->V04.",train
REP-ST0337-P08,ST0337,W137,P08,V02,V04,"W137_V02_P08_C1,W137_V02_P08_C2","W137_V04_P08_C1,W137_V04_P08_C2","[{""from_chunk_id"": ""W137_V02_P08_C1"", ""to_chunk_id"": ""W137_V04_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P08_C2"", ""to_chunk_id"": ""W137_V04_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P08_C1,W137_V02_P08_C2 with embeddings of W137_V04_P08_C1,W137_V04_P08_C2 for W137 P08 V02->V04.",train
REP-ST0337-P09,ST0337,W137,P09,V02,V04,"W137_V02_P09_C1,W137_V02_P09_C2","W137_V04_P09_C1,W137_V04_P09_C2","[{""from_chunk_id"": ""W137_V02_P09_C1"", ""to_chunk_id"": ""W137_V04_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P09_C2"", ""to_chunk_id"": ""W137_V04_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P09_C1,W137_V02_P09_C2 with embeddings of W137_V04_P09_C1,W137_V04_P09_C2 for W137 P09 V02->V04.",train
REP-ST0337-P10,ST0337,W137,P10,V02,V04,"W137_V02_P10_C1,W137_V02_P10_C2","W137_V04_P10_C1,W137_V04_P10_C2","[{""from_chunk_id"": ""W137_V02_P10_C1"", ""to_chunk_id"": ""W137_V04_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W137_V02_P10_C2"", ""to_chunk_id"": ""W137_V04_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W137_V02_P10_C1,W137_V02_P10_C2 with embeddings of W137_V04_P10_C1,W137_V04_P10_C2 for W137 P10 V02->V04.",train
REP-ST0338-P01,ST0338,W138,P01,V03,V05,"W138_V03_P01_C1,W138_V03_P01_C2","W138_V05_P01_C1,W138_V05_P01_C2","[{""from_chunk_id"": ""W138_V03_P01_C1"", ""to_chunk_id"": ""W138_V05_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P01_C2"", ""to_chunk_id"": ""W138_V05_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P01_C1,W138_V03_P01_C2 with embeddings of W138_V05_P01_C1,W138_V05_P01_C2 for W138 P01 V03->V05.",train
REP-ST0338-P02,ST0338,W138,P02,V03,V05,"W138_V03_P02_C1,W138_V03_P02_C2","W138_V05_P02_C1,W138_V05_P02_C2","[{""from_chunk_id"": ""W138_V03_P02_C1"", ""to_chunk_id"": ""W138_V05_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P02_C2"", ""to_chunk_id"": ""W138_V05_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P02_C1,W138_V03_P02_C2 with embeddings of W138_V05_P02_C1,W138_V05_P02_C2 for W138 P02 V03->V05.",train
REP-ST0338-P03,ST0338,W138,P03,V03,V05,"W138_V03_P03_C1,W138_V03_P03_C2","W138_V05_P03_C1,W138_V05_P03_C2","[{""from_chunk_id"": ""W138_V03_P03_C1"", ""to_chunk_id"": ""W138_V05_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P03_C2"", ""to_chunk_id"": ""W138_V05_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P03_C1,W138_V03_P03_C2 with embeddings of W138_V05_P03_C1,W138_V05_P03_C2 for W138 P03 V03->V05.",train
REP-ST0338-P04,ST0338,W138,P04,V03,V05,"W138_V03_P04_C1,W138_V03_P04_C2","W138_V05_P04_C1,W138_V05_P04_C2","[{""from_chunk_id"": ""W138_V03_P04_C1"", ""to_chunk_id"": ""W138_V05_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P04_C2"", ""to_chunk_id"": ""W138_V05_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P04_C1,W138_V03_P04_C2 with embeddings of W138_V05_P04_C1,W138_V05_P04_C2 for W138 P04 V03->V05.",train
REP-ST0338-P05,ST0338,W138,P05,V03,V05,"W138_V03_P05_C1,W138_V03_P05_C2","W138_V05_P05_C1,W138_V05_P05_C2","[{""from_chunk_id"": ""W138_V03_P05_C1"", ""to_chunk_id"": ""W138_V05_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P05_C2"", ""to_chunk_id"": ""W138_V05_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P05_C1,W138_V03_P05_C2 with embeddings of W138_V05_P05_C1,W138_V05_P05_C2 for W138 P05 V03->V05.",train
REP-ST0338-P06,ST0338,W138,P06,V03,V05,"W138_V03_P06_C1,W138_V03_P06_C2","W138_V05_P06_C1,W138_V05_P06_C2","[{""from_chunk_id"": ""W138_V03_P06_C1"", ""to_chunk_id"": ""W138_V05_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P06_C2"", ""to_chunk_id"": ""W138_V05_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P06_C1,W138_V03_P06_C2 with embeddings of W138_V05_P06_C1,W138_V05_P06_C2 for W138 P06 V03->V05.",train
REP-ST0338-P07,ST0338,W138,P07,V03,V05,"W138_V03_P07_C1,W138_V03_P07_C2","W138_V05_P07_C1,W138_V05_P07_C2","[{""from_chunk_id"": ""W138_V03_P07_C1"", ""to_chunk_id"": ""W138_V05_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P07_C2"", ""to_chunk_id"": ""W138_V05_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P07_C1,W138_V03_P07_C2 with embeddings of W138_V05_P07_C1,W138_V05_P07_C2 for W138 P07 V03->V05.",train
REP-ST0338-P08,ST0338,W138,P08,V03,V05,"W138_V03_P08_C1,W138_V03_P08_C2","W138_V05_P08_C1,W138_V05_P08_C2","[{""from_chunk_id"": ""W138_V03_P08_C1"", ""to_chunk_id"": ""W138_V05_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P08_C2"", ""to_chunk_id"": ""W138_V05_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P08_C1,W138_V03_P08_C2 with embeddings of W138_V05_P08_C1,W138_V05_P08_C2 for W138 P08 V03->V05.",train
REP-ST0338-P09,ST0338,W138,P09,V03,V05,"W138_V03_P09_C1,W138_V03_P09_C2","W138_V05_P09_C1,W138_V05_P09_C2","[{""from_chunk_id"": ""W138_V03_P09_C1"", ""to_chunk_id"": ""W138_V05_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W138_V03_P09_C2"", ""to_chunk_id"": ""W138_V05_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W138_V03_P09_C1,W138_V03_P09_C2 with embeddings of W138_V05_P09_C1,W138_V05_P09_C2 for W138 P09 V03->V05.",train
