change_id,website_id,page_id,from_version,to_version,change_type,change_scope,requires_reembedding,detection_method,pct_content_changed,min_chunk_text_similarity,embedding_affected,change_event_timestamp,change_event_timestamp_source,split
CHG002872,W032,P02,V09,V10,deletion,page,yes,hash_then_semantic_diff,94.22,0.199115,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002873,W032,P03,V09,V10,addition,page,yes,hash_then_semantic_diff,63.22,0.677536,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002874,W032,P04,V09,V10,requirement,page,yes,hash_then_semantic_diff,81.8,0.379691,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002875,W032,P05,V09,V10,policy,page,yes,hash_then_semantic_diff,80.31,0.079585,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002876,W032,P06,V09,V10,semantic,page,yes,hash_then_semantic_diff,74.27,0.079861,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002877,W032,P07,V09,V10,numeric,page,yes,hash_then_semantic_diff,77.04,0.588028,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002878,W032,P08,V09,V10,major_semantic,page,yes,hash_then_semantic_diff,80.04,0.582011,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002879,W032,P09,V09,V10,reordering,page,conditional,hash_then_semantic_diff,78.74,0.586146,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002880,W032,P10,V09,V10,date_time,page,yes,hash_then_semantic_diff,94.21,0.192394,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002881,W033,P01,V01,V02,reordering,page,conditional,hash_then_semantic_diff,74.87,0.42953,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002882,W033,P02,V01,V02,date_time,page,yes,hash_then_semantic_diff,71.51,0.093103,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002883,W033,P03,V01,V02,deletion,page,yes,hash_then_semantic_diff,58.16,0.105647,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002884,W033,P04,V01,V02,addition,page,yes,hash_then_semantic_diff,80.0,0.095588,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002885,W033,P05,V01,V02,requirement,page,yes,hash_then_semantic_diff,59.02,0.621528,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002886,W033,P06,V01,V02,policy,page,yes,hash_then_semantic_diff,57.7,0.087838,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002887,W033,P07,V01,V02,semantic,page,yes,hash_then_semantic_diff,73.81,0.106383,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002888,W033,P08,V01,V02,numeric,page,yes,hash_then_semantic_diff,59.56,0.105072,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002889,W033,P09,V01,V02,major_semantic,page,yes,hash_then_semantic_diff,44.74,0.628885,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002890,W033,P10,V01,V02,reordering,page,conditional,hash_then_semantic_diff,60.0,0.108303,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002891,W033,P01,V02,V03,numeric,page,yes,hash_then_semantic_diff,60.44,0.534799,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002892,W033,P02,V02,V03,major_semantic,page,yes,hash_then_semantic_diff,73.94,0.102293,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002893,W033,P03,V02,V03,reordering,page,conditional,hash_then_semantic_diff,73.84,0.09009,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002894,W033,P04,V02,V03,date_time,page,yes,hash_then_semantic_diff,62.45,0.644248,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002895,W033,P05,V02,V03,deletion,page,yes,hash_then_semantic_diff,45.86,0.086505,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002896,W033,P06,V02,V03,addition,page,yes,hash_then_semantic_diff,42.75,0.642234,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002897,W033,P07,V02,V03,requirement,page,yes,hash_then_semantic_diff,59.13,0.559859,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002898,W033,P08,V02,V03,policy,page,yes,hash_then_semantic_diff,56.48,0.110912,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002899,W033,P09,V02,V03,semantic,page,yes,hash_then_semantic_diff,80.16,0.087432,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002900,W033,P10,V02,V03,numeric,page,yes,hash_then_semantic_diff,60.55,0.084806,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002901,W033,P01,V03,V04,policy,page,yes,hash_then_semantic_diff,40.14,0.101449,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002902,W033,P02,V03,V04,semantic,page,yes,hash_then_semantic_diff,71.82,0.101933,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002903,W033,P03,V03,V04,numeric,page,yes,hash_then_semantic_diff,60.95,0.609319,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002904,W033,P04,V03,V04,major_semantic,page,yes,hash_then_semantic_diff,48.38,0.087566,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002905,W033,P05,V03,V04,reordering,page,conditional,hash_then_semantic_diff,55.53,0.618557,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002906,W033,P06,V03,V04,date_time,page,yes,hash_then_semantic_diff,58.16,0.104895,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002907,W033,P07,V03,V04,deletion,page,yes,hash_then_semantic_diff,74.6,0.089928,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002908,W033,P08,V03,V04,addition,page,yes,hash_then_semantic_diff,59.8,0.110124,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002909,W033,P09,V03,V04,requirement,page,yes,hash_then_semantic_diff,77.23,0.209354,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002910,W033,P10,V03,V04,policy,page,yes,hash_then_semantic_diff,45.94,0.491979,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002911,W033,P01,V04,V05,addition,page,yes,hash_then_semantic_diff,57.3,0.169643,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002912,W033,P02,V04,V05,requirement,page,yes,hash_then_semantic_diff,72.45,0.102564,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002913,W033,P03,V04,V05,policy,page,yes,hash_then_semantic_diff,37.55,0.585714,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002914,W033,P04,V04,V05,semantic,page,yes,hash_then_semantic_diff,93.42,0.108696,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002915,W033,P05,V04,V05,numeric,page,yes,hash_then_semantic_diff,60.43,0.103627,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002916,W033,P06,V04,V05,major_semantic,page,yes,hash_then_semantic_diff,74.49,0.111111,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002917,W033,P07,V04,V05,reordering,page,conditional,hash_then_semantic_diff,59.44,0.108303,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002918,W033,P08,V04,V05,date_time,page,yes,hash_then_semantic_diff,91.88,0.170404,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002919,W033,P09,V04,V05,deletion,page,yes,hash_then_semantic_diff,79.67,0.204444,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002920,W033,P10,V04,V05,addition,page,yes,hash_then_semantic_diff,56.39,0.490231,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002921,W033,P01,V05,V06,date_time,page,yes,hash_then_semantic_diff,56.48,0.107527,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002922,W033,P02,V05,V06,deletion,page,yes,hash_then_semantic_diff,73.57,0.099145,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002923,W033,P03,V05,V06,addition,page,yes,hash_then_semantic_diff,53.45,0.087432,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002924,W033,P04,V05,V06,requirement,page,yes,hash_then_semantic_diff,81.0,0.549451,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002925,W033,P05,V05,V06,policy,page,yes,hash_then_semantic_diff,73.73,0.107143,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002926,W033,P06,V05,V06,semantic,page,yes,hash_then_semantic_diff,74.59,0.082902,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002927,W033,P07,V05,V06,numeric,page,yes,hash_then_semantic_diff,56.54,0.616197,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002928,W033,P08,V05,V06,major_semantic,page,yes,hash_then_semantic_diff,58.93,0.483986,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002929,W033,P09,V05,V06,reordering,page,conditional,hash_then_semantic_diff,94.21,0.710145,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002930,W033,P10,V05,V06,date_time,page,yes,hash_then_semantic_diff,60.16,0.099467,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002931,W033,P01,V06,V07,major_semantic,page,yes,hash_then_semantic_diff,59.1,0.554174,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002932,W033,P02,V06,V07,reordering,page,conditional,hash_then_semantic_diff,71.26,0.087719,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002933,W033,P03,V06,V07,date_time,page,yes,hash_then_semantic_diff,61.28,0.407339,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002934,W033,P04,V06,V07,deletion,page,yes,hash_then_semantic_diff,77.11,0.479853,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002935,W033,P05,V06,V07,addition,page,yes,hash_then_semantic_diff,60.0,0.441281,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002936,W033,P06,V06,V07,requirement,page,yes,hash_then_semantic_diff,63.02,0.103093,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002937,W033,P07,V06,V07,policy,page,yes,hash_then_semantic_diff,58.55,0.087873,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002938,W033,P08,V06,V07,semantic,page,yes,hash_then_semantic_diff,75.79,0.168889,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002939,W033,P09,V06,V07,numeric,page,yes,hash_then_semantic_diff,80.98,0.164811,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002940,W033,P10,V06,V07,major_semantic,page,yes,hash_then_semantic_diff,94.99,0.196868,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002941,W033,P01,V07,V08,semantic,page,yes,hash_then_semantic_diff,56.44,0.483871,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002942,W033,P02,V07,V08,numeric,page,yes,hash_then_semantic_diff,74.12,0.090121,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002943,W033,P03,V07,V08,major_semantic,page,yes,hash_then_semantic_diff,72.7,0.092251,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002944,W033,P04,V07,V08,reordering,page,conditional,hash_then_semantic_diff,93.38,0.095238,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002945,W033,P05,V07,V08,date_time,page,yes,hash_then_semantic_diff,80.35,0.604491,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002946,W033,P06,V07,V08,deletion,page,yes,hash_then_semantic_diff,77.5,0.088285,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002947,W033,P07,V07,V08,addition,page,yes,hash_then_semantic_diff,94.04,0.196868,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002948,W033,P08,V07,V08,requirement,page,yes,hash_then_semantic_diff,81.44,0.09058,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002949,W033,P09,V07,V08,policy,page,yes,hash_then_semantic_diff,48.21,0.098182,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002950,W033,P10,V07,V08,semantic,page,yes,hash_then_semantic_diff,52.65,0.703971,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002951,W033,P01,V08,V09,requirement,page,yes,hash_then_semantic_diff,62.53,0.516484,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002952,W033,P02,V08,V09,policy,page,yes,hash_then_semantic_diff,93.59,0.097054,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002953,W033,P03,V08,V09,semantic,page,yes,hash_then_semantic_diff,60.84,0.517179,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002954,W033,P04,V08,V09,numeric,page,yes,hash_then_semantic_diff,59.68,0.107914,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002955,W033,P05,V08,V09,major_semantic,page,yes,hash_then_semantic_diff,46.09,0.103806,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002956,W033,P06,V08,V09,reordering,page,conditional,hash_then_semantic_diff,72.73,0.106346,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002957,W033,P07,V08,V09,date_time,page,yes,hash_then_semantic_diff,42.58,0.683099,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002958,W033,P08,V08,V09,deletion,page,yes,hash_then_semantic_diff,72.43,0.105839,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002959,W033,P09,V08,V09,addition,page,yes,hash_then_semantic_diff,60.68,0.528986,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002960,W033,P10,V08,V09,requirement,page,yes,hash_then_semantic_diff,72.07,0.609155,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002961,W033,P01,V09,V10,deletion,page,yes,hash_then_semantic_diff,72.75,0.620183,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002962,W033,P02,V09,V10,addition,page,yes,hash_then_semantic_diff,74.68,0.62807,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002963,W033,P03,V09,V10,requirement,page,yes,hash_then_semantic_diff,61.37,0.105263,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002964,W033,P04,V09,V10,policy,page,yes,hash_then_semantic_diff,57.69,0.108392,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002965,W033,P05,V09,V10,semantic,page,yes,hash_then_semantic_diff,25.42,0.632867,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002966,W033,P06,V09,V10,numeric,page,yes,hash_then_semantic_diff,61.37,0.08377,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002967,W033,P07,V09,V10,major_semantic,page,yes,hash_then_semantic_diff,74.46,0.088028,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002968,W033,P08,V09,V10,reordering,page,conditional,hash_then_semantic_diff,60.8,0.518784,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002969,W033,P09,V09,V10,date_time,page,yes,hash_then_semantic_diff,27.72,0.476703,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002970,W033,P10,V09,V10,deletion,page,yes,hash_then_semantic_diff,46.35,0.10302,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002971,W034,P01,V01,V02,date_time,page,yes,hash_then_semantic_diff,64.45,0.208889,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002972,W034,P02,V01,V02,deletion,page,yes,hash_then_semantic_diff,75.24,0.088737,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002973,W034,P03,V01,V02,addition,page,yes,hash_then_semantic_diff,76.71,0.159645,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002974,W034,P04,V01,V02,requirement,page,yes,hash_then_semantic_diff,80.47,0.159645,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002975,W034,P05,V01,V02,policy,page,yes,hash_then_semantic_diff,79.63,0.38565,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002976,W034,P06,V01,V02,semantic,page,yes,hash_then_semantic_diff,65.15,0.37694,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002977,W034,P07,V01,V02,numeric,page,yes,hash_then_semantic_diff,93.85,0.387665,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002978,W034,P08,V01,V02,major_semantic,page,yes,hash_then_semantic_diff,62.34,0.198198,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002979,W034,P09,V01,V02,reordering,page,conditional,hash_then_semantic_diff,57.8,0.106195,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002980,W034,P10,V01,V02,date_time,page,yes,hash_then_semantic_diff,80.92,0.175824,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002981,W034,P01,V02,V03,major_semantic,page,yes,hash_then_semantic_diff,72.59,0.16,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002982,W034,P02,V02,V03,reordering,page,conditional,hash_then_semantic_diff,94.2,0.381375,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002983,W034,P03,V02,V03,date_time,page,yes,hash_then_semantic_diff,79.65,0.410714,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002984,W034,P04,V02,V03,deletion,page,yes,hash_then_semantic_diff,80.29,0.574394,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002985,W034,P05,V02,V03,addition,page,yes,hash_then_semantic_diff,70.35,0.198198,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002986,W034,P06,V02,V03,requirement,page,yes,hash_then_semantic_diff,66.7,0.208426,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002987,W034,P07,V02,V03,policy,page,yes,hash_then_semantic_diff,37.0,0.608997,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002988,W034,P08,V02,V03,semantic,page,yes,hash_then_semantic_diff,57.16,0.593103,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002989,W034,P09,V02,V03,numeric,page,yes,hash_then_semantic_diff,81.24,0.450947,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002990,W034,P10,V02,V03,major_semantic,page,yes,hash_then_semantic_diff,80.14,0.104712,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002991,W034,P01,V03,V04,semantic,page,yes,hash_then_semantic_diff,66.9,0.392936,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002992,W034,P02,V03,V04,numeric,page,yes,hash_then_semantic_diff,94.99,0.195556,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002993,W034,P03,V03,V04,major_semantic,page,yes,hash_then_semantic_diff,80.75,0.577465,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002994,W034,P04,V03,V04,reordering,page,conditional,hash_then_semantic_diff,41.19,0.171429,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002995,W034,P05,V03,V04,date_time,page,yes,hash_then_semantic_diff,76.34,0.608403,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002996,W034,P06,V03,V04,deletion,page,yes,hash_then_semantic_diff,65.9,0.603066,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002997,W034,P07,V03,V04,addition,page,yes,hash_then_semantic_diff,92.41,0.10453,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002998,W034,P08,V03,V04,requirement,page,yes,hash_then_semantic_diff,81.41,0.200893,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG002999,W034,P09,V03,V04,policy,page,yes,hash_then_semantic_diff,40.54,0.676923,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003000,W034,P10,V03,V04,semantic,page,yes,hash_then_semantic_diff,78.95,0.19469,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003001,W034,P01,V04,V05,requirement,page,yes,hash_then_semantic_diff,82.12,0.180617,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003002,W034,P02,V04,V05,policy,page,yes,hash_then_semantic_diff,78.67,0.102041,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003003,W034,P03,V04,V05,semantic,page,yes,hash_then_semantic_diff,60.95,0.54025,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003004,W034,P04,V04,V05,numeric,page,yes,hash_then_semantic_diff,68.59,0.570928,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003005,W034,P05,V04,V05,major_semantic,page,yes,hash_then_semantic_diff,65.49,0.617201,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003006,W034,P06,V04,V05,reordering,page,conditional,hash_then_semantic_diff,22.62,0.101523,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003007,W034,P07,V04,V05,date_time,page,yes,hash_then_semantic_diff,84.78,0.105079,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003008,W034,P08,V04,V05,deletion,page,yes,hash_then_semantic_diff,92.38,0.111888,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003009,W034,P09,V04,V05,addition,page,yes,hash_then_semantic_diff,68.85,0.572935,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003010,W034,P10,V04,V05,requirement,page,yes,hash_then_semantic_diff,75.75,0.488735,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003011,W034,P01,V05,V06,deletion,page,yes,hash_then_semantic_diff,69.83,0.37694,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003012,W034,P02,V05,V06,addition,page,yes,hash_then_semantic_diff,66.41,0.387665,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003013,W034,P03,V05,V06,requirement,page,yes,hash_then_semantic_diff,63.04,0.206742,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003014,W034,P04,V05,V06,policy,page,yes,hash_then_semantic_diff,76.51,0.592857,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003015,W034,P05,V05,V06,semantic,page,yes,hash_then_semantic_diff,66.06,0.167033,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003016,W034,P06,V05,V06,numeric,page,yes,hash_then_semantic_diff,50.81,0.463087,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003017,W034,P07,V05,V06,major_semantic,page,yes,hash_then_semantic_diff,59.73,0.622144,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003018,W034,P08,V05,V06,reordering,page,conditional,hash_then_semantic_diff,51.84,0.452424,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003019,W034,P09,V05,V06,date_time,page,yes,hash_then_semantic_diff,76.67,0.492035,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003020,W034,P10,V05,V06,deletion,page,yes,hash_then_semantic_diff,61.09,0.381375,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003021,W034,P01,V06,V07,reordering,page,conditional,hash_then_semantic_diff,80.1,0.20354,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003022,W034,P02,V06,V07,date_time,page,yes,hash_then_semantic_diff,65.84,0.090452,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003023,W034,P03,V06,V07,deletion,page,yes,hash_then_semantic_diff,94.47,0.166292,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003024,W034,P04,V06,V07,addition,page,yes,hash_then_semantic_diff,77.43,0.491921,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003025,W034,P05,V06,V07,requirement,page,yes,hash_then_semantic_diff,58.96,0.445578,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003026,W034,P06,V06,V07,policy,page,yes,hash_then_semantic_diff,57.25,0.489933,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003027,W034,P07,V06,V07,semantic,page,yes,hash_then_semantic_diff,40.43,0.680628,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003028,W034,P08,V06,V07,numeric,page,yes,hash_then_semantic_diff,66.83,0.207965,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003029,W034,P09,V06,V07,major_semantic,page,yes,hash_then_semantic_diff,56.45,0.594306,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003030,W034,P10,V06,V07,reordering,page,conditional,hash_then_semantic_diff,68.35,0.086655,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003031,W034,P01,V07,V08,numeric,page,yes,hash_then_semantic_diff,57.95,0.472469,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG003032,W034,P02,V07,V08,major_semantic,page,yes,hash_then_semantic_diff,73.47,0.393805,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
