website_id,page_id,from_document,to_document,change_type
W045,P09,W045_V03_P09,W045_V04_P09,numeric
W045,P10,W045_V03_P10,W045_V04_P10,major_semantic
W045,P01,W045_V04_P01,W045_V05_P01,semantic
W045,P02,W045_V04_P02,W045_V05_P02,numeric
W045,P03,W045_V04_P03,W045_V05_P03,major_semantic
W045,P04,W045_V04_P04,W045_V05_P04,reordering
W045,P05,W045_V04_P05,W045_V05_P05,date_time
W045,P06,W045_V04_P06,W045_V05_P06,deletion
W045,P07,W045_V04_P07,W045_V05_P07,addition
W045,P08,W045_V04_P08,W045_V05_P08,requirement
W045,P09,W045_V04_P09,W045_V05_P09,policy
W045,P10,W045_V04_P10,W045_V05_P10,semantic
W045,P01,W045_V05_P01,W045_V06_P01,requirement
W045,P02,W045_V05_P02,W045_V06_P02,policy
W045,P03,W045_V05_P03,W045_V06_P03,semantic
W045,P04,W045_V05_P04,W045_V06_P04,numeric
W045,P05,W045_V05_P05,W045_V06_P05,major_semantic
W045,P06,W045_V05_P06,W045_V06_P06,reordering
W045,P07,W045_V05_P07,W045_V06_P07,date_time
W045,P08,W045_V05_P08,W045_V06_P08,deletion
W045,P09,W045_V05_P09,W045_V06_P09,addition
W045,P10,W045_V05_P10,W045_V06_P10,requirement
W045,P01,W045_V06_P01,W045_V07_P01,deletion
W045,P02,W045_V06_P02,W045_V07_P02,addition
W045,P03,W045_V06_P03,W045_V07_P03,requirement
W045,P04,W045_V06_P04,W045_V07_P04,policy
W045,P05,W045_V06_P05,W045_V07_P05,semantic
W045,P06,W045_V06_P06,W045_V07_P06,numeric
W045,P07,W045_V06_P07,W045_V07_P07,major_semantic
W045,P08,W045_V06_P08,W045_V07_P08,reordering
W045,P09,W045_V06_P09,W045_V07_P09,date_time
W045,P10,W045_V06_P10,W045_V07_P10,deletion
W045,P01,W045_V07_P01,W045_V08_P01,reordering
W045,P02,W045_V07_P02,W045_V08_P02,date_time
W045,P03,W045_V07_P03,W045_V08_P03,deletion
W045,P04,W045_V07_P04,W045_V08_P04,addition
W045,P05,W045_V07_P05,W045_V08_P05,requirement
W045,P06,W045_V07_P06,W045_V08_P06,policy
W045,P07,W045_V07_P07,W045_V08_P07,semantic
W045,P08,W045_V07_P08,W045_V08_P08,numeric
W045,P09,W045_V07_P09,W045_V08_P09,major_semantic
W045,P10,W045_V07_P10,W045_V08_P10,reordering
W045,P01,W045_V08_P01,W045_V09_P01,numeric
W045,P02,W045_V08_P02,W045_V09_P02,major_semantic
W045,P03,W045_V08_P03,W045_V09_P03,reordering
W045,P04,W045_V08_P04,W045_V09_P04,date_time
W045,P05,W045_V08_P05,W045_V09_P05,deletion
W045,P06,W045_V08_P06,W045_V09_P06,addition
W045,P07,W045_V08_P07,W045_V09_P07,requirement
W045,P08,W045_V08_P08,W045_V09_P08,policy
W045,P09,W045_V08_P09,W045_V09_P09,semantic
W045,P10,W045_V08_P10,W045_V09_P10,numeric
W045,P01,W045_V09_P01,W045_V10_P01,policy
W045,P02,W045_V09_P02,W045_V10_P02,semantic
W045,P03,W045_V09_P03,W045_V10_P03,numeric
W045,P04,W045_V09_P04,W045_V10_P04,major_semantic
W045,P05,W045_V09_P05,W045_V10_P05,reordering
W045,P06,W045_V09_P06,W045_V10_P06,date_time
W045,P07,W045_V09_P07,W045_V10_P07,deletion
W045,P08,W045_V09_P08,W045_V10_P08,addition
W045,P09,W045_V09_P09,W045_V10_P09,requirement
W045,P10,W045_V09_P10,W045_V10_P10,policy
W046,P01,W046_V01_P01,W046_V02_P01,requirement
W046,P02,W046_V01_P02,W046_V02_P02,policy
W046,P03,W046_V01_P03,W046_V02_P03,semantic
W046,P04,W046_V01_P04,W046_V02_P04,numeric
W046,P05,W046_V01_P05,W046_V02_P05,major_semantic
W046,P06,W046_V01_P06,W046_V02_P06,reordering
W046,P07,W046_V01_P07,W046_V02_P07,date_time
W046,P08,W046_V01_P08,W046_V02_P08,deletion
W046,P09,W046_V01_P09,W046_V02_P09,addition
W046,P10,W046_V01_P10,W046_V02_P10,requirement
W046,P01,W046_V02_P01,W046_V03_P01,deletion
W046,P02,W046_V02_P02,W046_V03_P02,addition
W046,P03,W046_V02_P03,W046_V03_P03,requirement
W046,P04,W046_V02_P04,W046_V03_P04,policy
W046,P05,W046_V02_P05,W046_V03_P05,semantic
W046,P06,W046_V02_P06,W046_V03_P06,numeric
W046,P07,W046_V02_P07,W046_V03_P07,major_semantic
W046,P08,W046_V02_P08,W046_V03_P08,reordering
W046,P09,W046_V02_P09,W046_V03_P09,date_time
W046,P10,W046_V02_P10,W046_V03_P10,deletion
W046,P01,W046_V03_P01,W046_V04_P01,reordering
W046,P02,W046_V03_P02,W046_V04_P02,date_time
W046,P03,W046_V03_P03,W046_V04_P03,deletion
W046,P04,W046_V03_P04,W046_V04_P04,addition
W046,P05,W046_V03_P05,W046_V04_P05,requirement
W046,P06,W046_V03_P06,W046_V04_P06,policy
W046,P07,W046_V03_P07,W046_V04_P07,semantic
W046,P08,W046_V03_P08,W046_V04_P08,numeric
W046,P09,W046_V03_P09,W046_V04_P09,major_semantic
W046,P10,W046_V03_P10,W046_V04_P10,reordering
W046,P01,W046_V04_P01,W046_V05_P01,numeric
W046,P02,W046_V04_P02,W046_V05_P02,major_semantic
W046,P03,W046_V04_P03,W046_V05_P03,reordering
W046,P04,W046_V04_P04,W046_V05_P04,date_time
W046,P05,W046_V04_P05,W046_V05_P05,deletion
W046,P06,W046_V04_P06,W046_V05_P06,addition
W046,P07,W046_V04_P07,W046_V05_P07,requirement
W046,P08,W046_V04_P08,W046_V05_P08,policy
W046,P09,W046_V04_P09,W046_V05_P09,semantic
W046,P10,W046_V04_P10,W046_V05_P10,numeric
W046,P01,W046_V05_P01,W046_V06_P01,policy
W046,P02,W046_V05_P02,W046_V06_P02,semantic
W046,P03,W046_V05_P03,W046_V06_P03,numeric
W046,P04,W046_V05_P04,W046_V06_P04,major_semantic
W046,P05,W046_V05_P05,W046_V06_P05,reordering
W046,P06,W046_V05_P06,W046_V06_P06,date_time
W046,P07,W046_V05_P07,W046_V06_P07,deletion
W046,P08,W046_V05_P08,W046_V06_P08,addition
W046,P09,W046_V05_P09,W046_V06_P09,requirement
W046,P10,W046_V05_P10,W046_V06_P10,policy
W046,P01,W046_V06_P01,W046_V07_P01,addition
W046,P02,W046_V06_P02,W046_V07_P02,requirement
W046,P03,W046_V06_P03,W046_V07_P03,policy
W046,P04,W046_V06_P04,W046_V07_P04,semantic
W046,P05,W046_V06_P05,W046_V07_P05,numeric
W046,P06,W046_V06_P06,W046_V07_P06,major_semantic
W046,P07,W046_V06_P07,W046_V07_P07,reordering
W046,P08,W046_V06_P08,W046_V07_P08,date_time
W046,P09,W046_V06_P09,W046_V07_P09,deletion
W046,P10,W046_V06_P10,W046_V07_P10,addition
W046,P01,W046_V07_P01,W046_V08_P01,date_time
W046,P02,W046_V07_P02,W046_V08_P02,deletion
W046,P03,W046_V07_P03,W046_V08_P03,addition
W046,P04,W046_V07_P04,W046_V08_P04,requirement
W046,P05,W046_V07_P05,W046_V08_P05,policy
W046,P06,W046_V07_P06,W046_V08_P06,semantic
W046,P07,W046_V07_P07,W046_V08_P07,numeric
W046,P08,W046_V07_P08,W046_V08_P08,major_semantic
W046,P09,W046_V07_P09,W046_V08_P09,reordering
W046,P10,W046_V07_P10,W046_V08_P10,date_time
W046,P01,W046_V08_P01,W046_V09_P01,major_semantic
W046,P02,W046_V08_P02,W046_V09_P02,reordering
W046,P03,W046_V08_P03,W046_V09_P03,date_time
W046,P04,W046_V08_P04,W046_V09_P04,deletion
W046,P05,W046_V08_P05,W046_V09_P05,addition
W046,P06,W046_V08_P06,W046_V09_P06,requirement
W046,P07,W046_V08_P07,W046_V09_P07,policy
W046,P08,W046_V08_P08,W046_V09_P08,semantic
W046,P09,W046_V08_P09,W046_V09_P09,numeric
W046,P10,W046_V08_P10,W046_V09_P10,major_semantic
W046,P01,W046_V09_P01,W046_V10_P01,semantic
W046,P02,W046_V09_P02,W046_V10_P02,numeric
W046,P03,W046_V09_P03,W046_V10_P03,major_semantic
W046,P04,W046_V09_P04,W046_V10_P04,reordering
W046,P05,W046_V09_P05,W046_V10_P05,date_time
W046,P06,W046_V09_P06,W046_V10_P06,deletion
W046,P07,W046_V09_P07,W046_V10_P07,addition
W046,P08,W046_V09_P08,W046_V10_P08,requirement
W046,P09,W046_V09_P09,W046_V10_P09,policy
W046,P10,W046_V09_P10,W046_V10_P10,semantic
W047,P01,W047_V01_P01,W047_V02_P01,policy
W047,P02,W047_V01_P02,W047_V02_P02,semantic
W047,P03,W047_V01_P03,W047_V02_P03,numeric
W047,P04,W047_V01_P04,W047_V02_P04,major_semantic
W047,P05,W047_V01_P05,W047_V02_P05,reordering
W047,P06,W047_V01_P06,W047_V02_P06,date_time
W047,P07,W047_V01_P07,W047_V02_P07,deletion
W047,P08,W047_V01_P08,W047_V02_P08,addition
W047,P09,W047_V01_P09,W047_V02_P09,requirement
W047,P10,W047_V01_P10,W047_V02_P10,policy
W047,P01,W047_V02_P01,W047_V03_P01,addition
W047,P02,W047_V02_P02,W047_V03_P02,requirement
W047,P03,W047_V02_P03,W047_V03_P03,policy
W047,P04,W047_V02_P04,W047_V03_P04,semantic
W047,P05,W047_V02_P05,W047_V03_P05,numeric
W047,P06,W047_V02_P06,W047_V03_P06,major_semantic
W047,P07,W047_V02_P07,W047_V03_P07,reordering
W047,P08,W047_V02_P08,W047_V03_P08,date_time
W047,P09,W047_V02_P09,W047_V03_P09,deletion
W047,P10,W047_V02_P10,W047_V03_P10,addition
W047,P01,W047_V03_P01,W047_V04_P01,date_time
W047,P02,W047_V03_P02,W047_V04_P02,deletion
W047,P03,W047_V03_P03,W047_V04_P03,addition
W047,P04,W047_V03_P04,W047_V04_P04,requirement
W047,P05,W047_V03_P05,W047_V04_P05,policy
W047,P06,W047_V03_P06,W047_V04_P06,semantic
W047,P07,W047_V03_P07,W047_V04_P07,numeric
W047,P08,W047_V03_P08,W047_V04_P08,major_semantic
W047,P09,W047_V03_P09,W047_V04_P09,reordering
W047,P10,W047_V03_P10,W047_V04_P10,date_time
W047,P01,W047_V04_P01,W047_V05_P01,major_semantic
W047,P02,W047_V04_P02,W047_V05_P02,reordering
W047,P03,W047_V04_P03,W047_V05_P03,date_time
W047,P04,W047_V04_P04,W047_V05_P04,deletion
W047,P05,W047_V04_P05,W047_V05_P05,addition
W047,P06,W047_V04_P06,W047_V05_P06,requirement
W047,P07,W047_V04_P07,W047_V05_P07,policy
W047,P08,W047_V04_P08,W047_V05_P08,semantic
W047,P09,W047_V04_P09,W047_V05_P09,numeric
W047,P10,W047_V04_P10,W047_V05_P10,major_semantic
W047,P01,W047_V05_P01,W047_V06_P01,semantic
W047,P02,W047_V05_P02,W047_V06_P02,numeric
W047,P03,W047_V05_P03,W047_V06_P03,major_semantic
W047,P04,W047_V05_P04,W047_V06_P04,reordering
W047,P05,W047_V05_P05,W047_V06_P05,date_time
W047,P06,W047_V05_P06,W047_V06_P06,deletion
W047,P07,W047_V05_P07,W047_V06_P07,addition
W047,P08,W047_V05_P08,W047_V06_P08,requirement
W047,P09,W047_V05_P09,W047_V06_P09,policy
W047,P10,W047_V05_P10,W047_V06_P10,semantic
W047,P01,W047_V06_P01,W047_V07_P01,requirement
W047,P02,W047_V06_P02,W047_V07_P02,policy
W047,P03,W047_V06_P03,W047_V07_P03,semantic
W047,P04,W047_V06_P04,W047_V07_P04,numeric
W047,P05,W047_V06_P05,W047_V07_P05,major_semantic
W047,P06,W047_V06_P06,W047_V07_P06,reordering
W047,P07,W047_V06_P07,W047_V07_P07,date_time
W047,P08,W047_V06_P08,W047_V07_P08,deletion
W047,P09,W047_V06_P09,W047_V07_P09,addition
W047,P10,W047_V06_P10,W047_V07_P10,requirement
W047,P01,W047_V07_P01,W047_V08_P01,deletion
W047,P02,W047_V07_P02,W047_V08_P02,addition
W047,P03,W047_V07_P03,W047_V08_P03,requirement
W047,P04,W047_V07_P04,W047_V08_P04,policy
W047,P05,W047_V07_P05,W047_V08_P05,semantic
W047,P06,W047_V07_P06,W047_V08_P06,numeric
W047,P07,W047_V07_P07,W047_V08_P07,major_semantic
W047,P08,W047_V07_P08,W047_V08_P08,reordering
W047,P09,W047_V07_P09,W047_V08_P09,date_time
W047,P10,W047_V07_P10,W047_V08_P10,deletion
W047,P01,W047_V08_P01,W047_V09_P01,reordering
W047,P02,W047_V08_P02,W047_V09_P02,date_time
W047,P03,W047_V08_P03,W047_V09_P03,deletion
W047,P04,W047_V08_P04,W047_V09_P04,addition
W047,P05,W047_V08_P05,W047_V09_P05,requirement
W047,P06,W047_V08_P06,W047_V09_P06,policy
W047,P07,W047_V08_P07,W047_V09_P07,semantic
W047,P08,W047_V08_P08,W047_V09_P08,numeric
W047,P09,W047_V08_P09,W047_V09_P09,major_semantic
W047,P10,W047_V08_P10,W047_V09_P10,reordering
W047,P01,W047_V09_P01,W047_V10_P01,numeric
W047,P02,W047_V09_P02,W047_V10_P02,major_semantic
W047,P03,W047_V09_P03,W047_V10_P03,reordering
W047,P04,W047_V09_P04,W047_V10_P04,date_time
W047,P05,W047_V09_P05,W047_V10_P05,deletion
W047,P06,W047_V09_P06,W047_V10_P06,addition
W047,P07,W047_V09_P07,W047_V10_P07,requirement
W047,P08,W047_V09_P08,W047_V10_P08,policy
W047,P09,W047_V09_P09,W047_V10_P09,semantic
W047,P10,W047_V09_P10,W047_V10_P10,numeric
W048,P01,W048_V01_P01,W048_V02_P01,semantic
W048,P02,W048_V01_P02,W048_V02_P02,numeric
W048,P03,W048_V01_P03,W048_V02_P03,major_semantic
W048,P04,W048_V01_P04,W048_V02_P04,reordering
W048,P05,W048_V01_P05,W048_V02_P05,date_time
W048,P06,W048_V01_P06,W048_V02_P06,deletion
W048,P07,W048_V01_P07,W048_V02_P07,addition
W048,P08,W048_V01_P08,W048_V02_P08,requirement
W048,P09,W048_V01_P09,W048_V02_P09,policy
W048,P10,W048_V01_P10,W048_V02_P10,semantic
W048,P01,W048_V02_P01,W048_V03_P01,requirement
W048,P02,W048_V02_P02,W048_V03_P02,policy
W048,P03,W048_V02_P03,W048_V03_P03,semantic
W048,P04,W048_V02_P04,W048_V03_P04,numeric
W048,P05,W048_V02_P05,W048_V03_P05,major_semantic
W048,P06,W048_V02_P06,W048_V03_P06,reordering
W048,P07,W048_V02_P07,W048_V03_P07,date_time
W048,P08,W048_V02_P08,W048_V03_P08,deletion
W048,P09,W048_V02_P09,W048_V03_P09,addition
W048,P10,W048_V02_P10,W048_V03_P10,requirement
W048,P01,W048_V03_P01,W048_V04_P01,deletion
W048,P02,W048_V03_P02,W048_V04_P02,addition
W048,P03,W048_V03_P03,W048_V04_P03,requirement
W048,P04,W048_V03_P04,W048_V04_P04,policy
W048,P05,W048_V03_P05,W048_V04_P05,semantic
W048,P06,W048_V03_P06,W048_V04_P06,numeric
W048,P07,W048_V03_P07,W048_V04_P07,major_semantic
W048,P08,W048_V03_P08,W048_V04_P08,reordering
W048,P09,W048_V03_P09,W048_V04_P09,date_time
W048,P10,W048_V03_P10,W048_V04_P10,deletion
W048,P01,W048_V04_P01,W048_V05_P01,reordering
W048,P02,W048_V04_P02,W048_V05_P02,date_time
W048,P03,W048_V04_P03,W048_V05_P03,deletion
W048,P04,W048_V04_P04,W048_V05_P04,addition
W048,P05,W048_V04_P05,W048_V05_P05,requirement
W048,P06,W048_V04_P06,W048_V05_P06,policy
W048,P07,W048_V04_P07,W048_V05_P07,semantic
W048,P08,W048_V04_P08,W048_V05_P08,numeric
W048,P09,W048_V04_P09,W048_V05_P09,major_semantic
W048,P10,W048_V04_P10,W048_V05_P10,reordering
W048,P01,W048_V05_P01,W048_V06_P01,numeric
W048,P02,W048_V05_P02,W048_V06_P02,major_semantic
W048,P03,W048_V05_P03,W048_V06_P03,reordering
W048,P04,W048_V05_P04,W048_V06_P04,date_time
W048,P05,W048_V05_P05,W048_V06_P05,deletion
W048,P06,W048_V05_P06,W048_V06_P06,addition
W048,P07,W048_V05_P07,W048_V06_P07,requirement
W048,P08,W048_V05_P08,W048_V06_P08,policy
W048,P09,W048_V05_P09,W048_V06_P09,semantic
W048,P10,W048_V05_P10,W048_V06_P10,numeric
W048,P01,W048_V06_P01,W048_V07_P01,policy
W048,P02,W048_V06_P02,W048_V07_P02,semantic
W048,P03,W048_V06_P03,W048_V07_P03,numeric
W048,P04,W048_V06_P04,W048_V07_P04,major_semantic
W048,P05,W048_V06_P05,W048_V07_P05,reordering
W048,P06,W048_V06_P06,W048_V07_P06,date_time
W048,P07,W048_V06_P07,W048_V07_P07,deletion
W048,P08,W048_V06_P08,W048_V07_P08,addition
W048,P09,W048_V06_P09,W048_V07_P09,requirement
W048,P10,W048_V06_P10,W048_V07_P10,policy
W048,P01,W048_V07_P01,W048_V08_P01,addition
W048,P02,W048_V07_P02,W048_V08_P02,requirement
W048,P03,W048_V07_P03,W048_V08_P03,policy
W048,P04,W048_V07_P04,W048_V08_P04,semantic
W048,P05,W048_V07_P05,W048_V08_P05,numeric
W048,P06,W048_V07_P06,W048_V08_P06,major_semantic
W048,P07,W048_V07_P07,W048_V08_P07,reordering
W048,P08,W048_V07_P08,W048_V08_P08,date_time
W048,P09,W048_V07_P09,W048_V08_P09,deletion
W048,P10,W048_V07_P10,W048_V08_P10,addition
W048,P01,W048_V08_P01,W048_V09_P01,date_time
W048,P02,W048_V08_P02,W048_V09_P02,deletion
W048,P03,W048_V08_P03,W048_V09_P03,addition
W048,P04,W048_V08_P04,W048_V09_P04,requirement
W048,P05,W048_V08_P05,W048_V09_P05,policy
W048,P06,W048_V08_P06,W048_V09_P06,semantic
W048,P07,W048_V08_P07,W048_V09_P07,numeric
W048,P08,W048_V08_P08,W048_V09_P08,major_semantic
W048,P09,W048_V08_P09,W048_V09_P09,reordering
W048,P10,W048_V08_P10,W048_V09_P10,date_time
W048,P01,W048_V09_P01,W048_V10_P01,major_semantic
W048,P02,W048_V09_P02,W048_V10_P02,reordering
W048,P03,W048_V09_P03,W048_V10_P03,date_time
W048,P04,W048_V09_P04,W048_V10_P04,deletion
W048,P05,W048_V09_P05,W048_V10_P05,addition
W048,P06,W048_V09_P06,W048_V10_P06,requirement
W048,P07,W048_V09_P07,W048_V10_P07,policy
W048,P08,W048_V09_P08,W048_V10_P08,semantic
W048,P09,W048_V09_P09,W048_V10_P09,numeric
W048,P10,W048_V09_P10,W048_V10_P10,major_semantic
W049,P01,W049_V01_P01,W049_V02_P01,numeric
W049,P02,W049_V01_P02,W049_V02_P02,major_semantic
W049,P03,W049_V01_P03,W049_V02_P03,reordering
W049,P04,W049_V01_P04,W049_V02_P04,date_time
W049,P05,W049_V01_P05,W049_V02_P05,deletion
W049,P06,W049_V01_P06,W049_V02_P06,addition
W049,P07,W049_V01_P07,W049_V02_P07,requirement
W049,P08,W049_V01_P08,W049_V02_P08,policy
W049,P09,W049_V01_P09,W049_V02_P09,semantic
W049,P10,W049_V01_P10,W049_V02_P10,numeric
W049,P01,W049_V02_P01,W049_V03_P01,policy
W049,P02,W049_V02_P02,W049_V03_P02,semantic
W049,P03,W049_V02_P03,W049_V03_P03,numeric
W049,P04,W049_V02_P04,W049_V03_P04,major_semantic
W049,P05,W049_V02_P05,W049_V03_P05,reordering
W049,P06,W049_V02_P06,W049_V03_P06,date_time
W049,P07,W049_V02_P07,W049_V03_P07,deletion
W049,P08,W049_V02_P08,W049_V03_P08,addition
W049,P09,W049_V02_P09,W049_V03_P09,requirement
W049,P10,W049_V02_P10,W049_V03_P10,policy
W049,P01,W049_V03_P01,W049_V04_P01,addition
W049,P02,W049_V03_P02,W049_V04_P02,requirement
W049,P03,W049_V03_P03,W049_V04_P03,policy
W049,P04,W049_V03_P04,W049_V04_P04,semantic
W049,P05,W049_V03_P05,W049_V04_P05,numeric
W049,P06,W049_V03_P06,W049_V04_P06,major_semantic
W049,P07,W049_V03_P07,W049_V04_P07,reordering
W049,P08,W049_V03_P08,W049_V04_P08,date_time
W049,P09,W049_V03_P09,W049_V04_P09,deletion
W049,P10,W049_V03_P10,W049_V04_P10,addition
W049,P01,W049_V04_P01,W049_V05_P01,date_time
W049,P02,W049_V04_P02,W049_V05_P02,deletion
W049,P03,W049_V04_P03,W049_V05_P03,addition
W049,P04,W049_V04_P04,W049_V05_P04,requirement
W049,P05,W049_V04_P05,W049_V05_P05,policy
W049,P06,W049_V04_P06,W049_V05_P06,semantic
W049,P07,W049_V04_P07,W049_V05_P07,numeric
W049,P08,W049_V04_P08,W049_V05_P08,major_semantic
W049,P09,W049_V04_P09,W049_V05_P09,reordering
W049,P10,W049_V04_P10,W049_V05_P10,date_time
W049,P01,W049_V05_P01,W049_V06_P01,major_semantic
W049,P02,W049_V05_P02,W049_V06_P02,reordering
W049,P03,W049_V05_P03,W049_V06_P03,date_time
W049,P04,W049_V05_P04,W049_V06_P04,deletion
W049,P05,W049_V05_P05,W049_V06_P05,addition
W049,P06,W049_V05_P06,W049_V06_P06,requirement
W049,P07,W049_V05_P07,W049_V06_P07,policy
W049,P08,W049_V05_P08,W049_V06_P08,semantic
W049,P09,W049_V05_P09,W049_V06_P09,numeric
W049,P10,W049_V05_P10,W049_V06_P10,major_semantic
W049,P01,W049_V06_P01,W049_V07_P01,semantic
W049,P02,W049_V06_P02,W049_V07_P02,numeric
W049,P03,W049_V06_P03,W049_V07_P03,major_semantic
W049,P04,W049_V06_P04,W049_V07_P04,reordering
W049,P05,W049_V06_P05,W049_V07_P05,date_time
W049,P06,W049_V06_P06,W049_V07_P06,deletion
W049,P07,W049_V06_P07,W049_V07_P07,addition
W049,P08,W049_V06_P08,W049_V07_P08,requirement
W049,P09,W049_V06_P09,W049_V07_P09,policy
W049,P10,W049_V06_P10,W049_V07_P10,semantic
W049,P01,W049_V07_P01,W049_V08_P01,requirement
W049,P02,W049_V07_P02,W049_V08_P02,policy
W049,P03,W049_V07_P03,W049_V08_P03,semantic
W049,P04,W049_V07_P04,W049_V08_P04,numeric
W049,P05,W049_V07_P05,W049_V08_P05,major_semantic
W049,P06,W049_V07_P06,W049_V08_P06,reordering
W049,P07,W049_V07_P07,W049_V08_P07,date_time
W049,P08,W049_V07_P08,W049_V08_P08,deletion
W049,P09,W049_V07_P09,W049_V08_P09,addition
W049,P10,W049_V07_P10,W049_V08_P10,requirement
W049,P01,W049_V08_P01,W049_V09_P01,deletion
W049,P02,W049_V08_P02,W049_V09_P02,addition
W049,P03,W049_V08_P03,W049_V09_P03,requirement
W049,P04,W049_V08_P04,W049_V09_P04,policy
W049,P05,W049_V08_P05,W049_V09_P05,semantic
W049,P06,W049_V08_P06,W049_V09_P06,numeric
W049,P07,W049_V08_P07,W049_V09_P07,major_semantic
W049,P08,W049_V08_P08,W049_V09_P08,reordering
W049,P09,W049_V08_P09,W049_V09_P09,date_time
W049,P10,W049_V08_P10,W049_V09_P10,deletion
W049,P01,W049_V09_P01,W049_V10_P01,reordering
W049,P02,W049_V09_P02,W049_V10_P02,date_time
W049,P03,W049_V09_P03,W049_V10_P03,deletion
W049,P04,W049_V09_P04,W049_V10_P04,addition
W049,P05,W049_V09_P05,W049_V10_P05,requirement
W049,P06,W049_V09_P06,W049_V10_P06,policy
W049,P07,W049_V09_P07,W049_V10_P07,semantic
W049,P08,W049_V09_P08,W049_V10_P08,numeric
W049,P09,W049_V09_P09,W049_V10_P09,major_semantic
W049,P10,W049_V09_P10,W049_V10_P10,reordering
W050,P01,W050_V01_P01,W050_V02_P01,major_semantic
W050,P02,W050_V01_P02,W050_V02_P02,reordering
W050,P03,W050_V01_P03,W050_V02_P03,date_time
W050,P04,W050_V01_P04,W050_V02_P04,deletion
W050,P05,W050_V01_P05,W050_V02_P05,addition
W050,P06,W050_V01_P06,W050_V02_P06,requirement
W050,P07,W050_V01_P07,W050_V02_P07,policy
W050,P08,W050_V01_P08,W050_V02_P08,semantic
W050,P09,W050_V01_P09,W050_V02_P09,numeric
W050,P10,W050_V01_P10,W050_V02_P10,major_semantic
W050,P01,W050_V02_P01,W050_V03_P01,semantic
W050,P02,W050_V02_P02,W050_V03_P02,numeric
W050,P03,W050_V02_P03,W050_V03_P03,major_semantic
W050,P04,W050_V02_P04,W050_V03_P04,reordering
W050,P05,W050_V02_P05,W050_V03_P05,date_time
W050,P06,W050_V02_P06,W050_V03_P06,deletion
W050,P07,W050_V02_P07,W050_V03_P07,addition
W050,P08,W050_V02_P08,W050_V03_P08,requirement
W050,P09,W050_V02_P09,W050_V03_P09,policy
W050,P10,W050_V02_P10,W050_V03_P10,semantic
W050,P01,W050_V03_P01,W050_V04_P01,requirement
W050,P02,W050_V03_P02,W050_V04_P02,policy
W050,P03,W050_V03_P03,W050_V04_P03,semantic
W050,P04,W050_V03_P04,W050_V04_P04,numeric
W050,P05,W050_V03_P05,W050_V04_P05,major_semantic
W050,P06,W050_V03_P06,W050_V04_P06,reordering
W050,P07,W050_V03_P07,W050_V04_P07,date_time
W050,P08,W050_V03_P08,W050_V04_P08,deletion
W050,P09,W050_V03_P09,W050_V04_P09,addition
W050,P10,W050_V03_P10,W050_V04_P10,requirement
W050,P01,W050_V04_P01,W050_V05_P01,deletion
W050,P02,W050_V04_P02,W050_V05_P02,addition
W050,P03,W050_V04_P03,W050_V05_P03,requirement
W050,P04,W050_V04_P04,W050_V05_P04,policy
W050,P05,W050_V04_P05,W050_V05_P05,semantic
W050,P06,W050_V04_P06,W050_V05_P06,numeric
W050,P07,W050_V04_P07,W050_V05_P07,major_semantic
W050,P08,W050_V04_P08,W050_V05_P08,reordering
W050,P09,W050_V04_P09,W050_V05_P09,date_time
W050,P10,W050_V04_P10,W050_V05_P10,deletion
W050,P01,W050_V05_P01,W050_V06_P01,reordering
W050,P02,W050_V05_P02,W050_V06_P02,date_time
W050,P03,W050_V05_P03,W050_V06_P03,deletion
W050,P04,W050_V05_P04,W050_V06_P04,addition
W050,P05,W050_V05_P05,W050_V06_P05,requirement
W050,P06,W050_V05_P06,W050_V06_P06,policy
W050,P07,W050_V05_P07,W050_V06_P07,semantic
W050,P08,W050_V05_P08,W050_V06_P08,numeric
W050,P09,W050_V05_P09,W050_V06_P09,major_semantic
W050,P10,W050_V05_P10,W050_V06_P10,reordering
W050,P01,W050_V06_P01,W050_V07_P01,numeric
W050,P02,W050_V06_P02,W050_V07_P02,major_semantic
W050,P03,W050_V06_P03,W050_V07_P03,reordering
W050,P04,W050_V06_P04,W050_V07_P04,date_time
W050,P05,W050_V06_P05,W050_V07_P05,deletion
W050,P06,W050_V06_P06,W050_V07_P06,addition
W050,P07,W050_V06_P07,W050_V07_P07,requirement
W050,P08,W050_V06_P08,W050_V07_P08,policy
W050,P09,W050_V06_P09,W050_V07_P09,semantic
W050,P10,W050_V06_P10,W050_V07_P10,numeric
W050,P01,W050_V07_P01,W050_V08_P01,policy
W050,P02,W050_V07_P02,W050_V08_P02,semantic
W050,P03,W050_V07_P03,W050_V08_P03,numeric
W050,P04,W050_V07_P04,W050_V08_P04,major_semantic
W050,P05,W050_V07_P05,W050_V08_P05,reordering
W050,P06,W050_V07_P06,W050_V08_P06,date_time
W050,P07,W050_V07_P07,W050_V08_P07,deletion
W050,P08,W050_V07_P08,W050_V08_P08,addition
W050,P09,W050_V07_P09,W050_V08_P09,requirement
W050,P10,W050_V07_P10,W050_V08_P10,policy
W050,P01,W050_V08_P01,W050_V09_P01,addition
W050,P02,W050_V08_P02,W050_V09_P02,requirement
W050,P03,W050_V08_P03,W050_V09_P03,policy
W050,P04,W050_V08_P04,W050_V09_P04,semantic
W050,P05,W050_V08_P05,W050_V09_P05,numeric
W050,P06,W050_V08_P06,W050_V09_P06,major_semantic
W050,P07,W050_V08_P07,W050_V09_P07,reordering
