change_id,website_id,page_id,from_version,to_version,chunk_index,chunk_id_from,chunk_id_to,text_equal,text_similarity,status,embedding_affected,split
CHG002284,W026,P04,V04,V05,2,W026_V04_P04_C2,W026_V05_P04_C2,no,0.72,modified,yes,train
CHG002285,W026,P05,V04,V05,1,W026_V04_P05_C1,W026_V05_P05_C1,no,0.687285,modified,yes,train
CHG002285,W026,P05,V04,V05,2,W026_V04_P05_C2,W026_V05_P05_C2,no,0.901786,modified,yes,train
CHG002286,W026,P06,V04,V05,1,W026_V04_P06_C1,W026_V05_P06_C1,no,0.626058,modified,yes,train
CHG002286,W026,P06,V04,V05,2,W026_V04_P06_C2,W026_V05_P06_C2,no,0.193694,modified,yes,train
CHG002287,W026,P07,V04,V05,1,W026_V04_P07_C1,W026_V05_P07_C1,no,0.532646,modified,yes,train
CHG002287,W026,P07,V04,V05,2,W026_V04_P07_C2,W026_V05_P07_C2,no,0.168514,modified,yes,train
CHG002288,W026,P08,V04,V05,1,W026_V04_P08_C1,W026_V05_P08_C1,no,0.622378,modified,yes,train
CHG002288,W026,P08,V04,V05,2,W026_V04_P08_C2,W026_V05_P08_C2,no,0.671111,modified,yes,train
CHG002289,W026,P09,V04,V05,1,W026_V04_P09_C1,W026_V05_P09_C1,no,0.541593,modified,yes,train
CHG002289,W026,P09,V04,V05,2,W026_V04_P09_C2,W026_V05_P09_C2,no,0.90991,modified,yes,train
CHG002290,W026,P10,V04,V05,1,W026_V04_P10_C1,W026_V05_P10_C1,no,0.105263,modified,yes,train
CHG002290,W026,P10,V04,V05,2,W026_V04_P10_C2,W026_V05_P10_C2,no,0.888393,modified,yes,train
CHG002291,W026,P01,V05,V06,1,W026_V05_P01_C1,W026_V06_P01_C1,no,0.616725,modified,yes,train
CHG002291,W026,P01,V05,V06,2,W026_V05_P01_C2,W026_V06_P01_C2,no,0.70852,modified,yes,train
CHG002292,W026,P02,V05,V06,1,W026_V05_P02_C1,W026_V06_P02_C1,no,0.707692,modified,yes,train
CHG002292,W026,P02,V05,V06,2,W026_V05_P02_C2,W026_V06_P02_C2,no,0.210762,modified,yes,train
CHG002293,W026,P03,V05,V06,1,W026_V05_P03_C1,W026_V06_P03_C1,no,0.541593,modified,yes,train
CHG002293,W026,P03,V05,V06,2,W026_V05_P03_C2,W026_V06_P03_C2,no,0.212389,modified,yes,train
CHG002294,W026,P04,V05,V06,1,W026_V05_P04_C1,W026_V06_P04_C1,no,0.621053,modified,yes,train
CHG002294,W026,P04,V05,V06,2,W026_V05_P04_C2,W026_V06_P04_C2,no,0.181818,modified,yes,train
CHG002295,W026,P05,V05,V06,1,W026_V05_P05_C1,W026_V06_P05_C1,no,0.618803,modified,yes,train
CHG002295,W026,P05,V05,V06,2,W026_V05_P05_C2,W026_V06_P05_C2,no,0.671141,modified,yes,train
CHG002296,W026,P06,V05,V06,1,W026_V05_P06_C1,W026_V06_P06_C1,no,0.532884,modified,yes,train
CHG002296,W026,P06,V05,V06,2,W026_V05_P06_C2,W026_V06_P06_C2,no,0.882483,modified,yes,train
CHG002297,W026,P07,V05,V06,1,W026_V05_P07_C1,W026_V06_P07_C1,no,0.127367,modified,yes,train
CHG002297,W026,P07,V05,V06,2,W026_V05_P07_C2,W026_V06_P07_C2,no,0.90625,modified,yes,train
CHG002298,W026,P08,V05,V06,1,W026_V05_P08_C1,W026_V06_P08_C1,no,0.104712,modified,yes,train
CHG002298,W026,P08,V05,V06,2,W026_V05_P08_C2,W026_V06_P08_C2,no,0.911504,modified,yes,train
CHG002299,W026,P09,V05,V06,1,W026_V05_P09_C1,W026_V06_P09_C1,no,0.567901,modified,yes,train
CHG002299,W026,P09,V05,V06,2,W026_V05_P09_C2,W026_V06_P09_C2,no,0.742081,modified,yes,train
CHG002300,W026,P10,V05,V06,1,W026_V05_P10_C1,W026_V06_P10_C1,no,0.602787,modified,yes,train
CHG002300,W026,P10,V05,V06,2,W026_V05_P10_C2,W026_V06_P10_C2,no,0.890869,modified,yes,train
CHG002301,W026,P01,V06,V07,1,W026_V06_P01_C1,W026_V07_P01_C1,no,0.536155,modified,yes,train
CHG002301,W026,P01,V06,V07,2,W026_V06_P01_C2,W026_V07_P01_C2,no,0.165179,modified,yes,train
CHG002302,W026,P02,V06,V07,1,W026_V06_P02_C1,W026_V07_P02_C1,no,0.105622,modified,yes,train
CHG002302,W026,P02,V06,V07,2,W026_V06_P02_C2,W026_V07_P02_C2,no,0.170022,modified,yes,train
CHG002303,W026,P03,V06,V07,1,W026_V06_P03_C1,W026_V07_P03_C1,no,0.602837,modified,yes,train
CHG002303,W026,P03,V06,V07,2,W026_V06_P03_C2,W026_V07_P03_C2,no,0.722838,modified,yes,train
CHG002304,W026,P04,V06,V07,1,W026_V06_P04_C1,W026_V07_P04_C1,no,0.617544,modified,yes,train
CHG002304,W026,P04,V06,V07,2,W026_V06_P04_C2,W026_V07_P04_C2,no,0.888393,modified,yes,train
CHG002305,W026,P05,V06,V07,1,W026_V06_P05_C1,W026_V07_P05_C1,no,0.666667,modified,yes,train
CHG002305,W026,P05,V06,V07,2,W026_V06_P05_C2,W026_V07_P05_C2,no,0.91796,modified,yes,train
CHG002306,W026,P06,V06,V07,1,W026_V06_P06_C1,W026_V07_P06_C1,no,0.707071,modified,yes,train
CHG002306,W026,P06,V06,V07,2,W026_V06_P06_C2,W026_V07_P06_C2,no,0.195991,modified,yes,train
CHG002307,W026,P07,V06,V07,1,W026_V06_P07_C1,W026_V07_P07_C1,no,0.54766,modified,yes,train
CHG002307,W026,P07,V06,V07,2,W026_V06_P07_C2,W026_V07_P07_C2,no,0.71875,modified,yes,train
CHG002308,W026,P08,V06,V07,1,W026_V06_P08_C1,W026_V07_P08_C1,no,0.541667,modified,yes,train
CHG002308,W026,P08,V06,V07,2,W026_V06_P08_C2,W026_V07_P08_C2,no,0.838852,modified,yes,train
CHG002309,W026,P09,V06,V07,1,W026_V06_P09_C1,W026_V07_P09_C1,no,0.598616,modified,yes,train
CHG002309,W026,P09,V06,V07,2,W026_V06_P09_C2,W026_V07_P09_C2,no,0.668172,modified,yes,train
CHG002310,W026,P10,V06,V07,1,W026_V06_P10_C1,W026_V07_P10_C1,no,0.102916,modified,yes,train
CHG002310,W026,P10,V06,V07,2,W026_V06_P10_C2,W026_V07_P10_C2,no,0.727679,modified,yes,train
CHG002311,W026,P01,V07,V08,1,W026_V07_P01_C1,W026_V08_P01_C1,no,0.626549,modified,yes,train
CHG002311,W026,P01,V07,V08,2,W026_V07_P01_C2,W026_V08_P01_C2,no,0.891892,modified,yes,train
CHG002312,W026,P02,V07,V08,1,W026_V07_P02_C1,W026_V08_P02_C1,no,0.084175,modified,yes,train
CHG002312,W026,P02,V07,V08,2,W026_V07_P02_C2,W026_V08_P02_C2,no,0.204444,modified,yes,train
CHG002313,W026,P03,V07,V08,1,W026_V07_P03_C1,W026_V08_P03_C1,no,0.101933,modified,yes,train
CHG002313,W026,P03,V07,V08,2,W026_V07_P03_C2,W026_V08_P03_C2,no,0.196429,modified,yes,train
CHG002314,W026,P04,V07,V08,1,W026_V07_P04_C1,W026_V08_P04_C1,no,0.529617,modified,yes,train
CHG002314,W026,P04,V07,V08,2,W026_V07_P04_C2,W026_V08_P04_C2,no,0.914414,modified,yes,train
CHG002315,W026,P05,V07,V08,1,W026_V07_P05_C1,W026_V08_P05_C1,no,0.635294,modified,yes,train
CHG002315,W026,P05,V07,V08,2,W026_V07_P05_C2,W026_V08_P05_C2,no,0.177384,modified,yes,train
CHG002316,W026,P06,V07,V08,1,W026_V07_P06_C1,W026_V08_P06_C1,no,0.546064,modified,yes,train
CHG002316,W026,P06,V07,V08,2,W026_V07_P06_C2,W026_V08_P06_C2,no,0.675556,modified,yes,train
CHG002317,W026,P07,V07,V08,1,W026_V07_P07_C1,W026_V08_P07_C1,no,0.095726,modified,yes,train
CHG002317,W026,P07,V07,V08,2,W026_V07_P07_C2,W026_V08_P07_C2,no,0.712695,modified,yes,train
CHG002318,W026,P08,V07,V08,1,W026_V07_P08_C1,W026_V08_P08_C1,no,0.586207,modified,yes,train
CHG002318,W026,P08,V07,V08,2,W026_V07_P08_C2,W026_V08_P08_C2,no,0.88,modified,yes,train
CHG002319,W026,P09,V07,V08,1,W026_V07_P09_C1,W026_V08_P09_C1,no,0.589041,modified,yes,train
CHG002319,W026,P09,V07,V08,2,W026_V07_P09_C2,W026_V08_P09_C2,no,0.901345,modified,yes,train
CHG002320,W026,P10,V07,V08,1,W026_V07_P10_C1,W026_V08_P10_C1,no,0.51602,modified,yes,train
CHG002320,W026,P10,V07,V08,2,W026_V07_P10_C2,W026_V08_P10_C2,no,0.70852,modified,yes,train
CHG002321,W026,P01,V08,V09,1,W026_V08_P01_C1,W026_V09_P01_C1,no,0.618629,modified,yes,train
CHG002321,W026,P01,V08,V09,2,W026_V08_P01_C2,W026_V09_P01_C2,no,0.896396,modified,yes,train
CHG002322,W026,P02,V08,V09,1,W026_V08_P02_C1,W026_V09_P02_C1,no,0.086957,modified,yes,train
CHG002322,W026,P02,V08,V09,2,W026_V08_P02_C2,W026_V09_P02_C2,no,0.172949,modified,yes,train
CHG002323,W026,P03,V08,V09,1,W026_V08_P03_C1,W026_V09_P03_C1,no,0.53913,modified,yes,train
CHG002323,W026,P03,V08,V09,2,W026_V08_P03_C2,W026_V09_P03_C2,no,0.67706,modified,yes,train
CHG002324,W026,P04,V08,V09,1,W026_V08_P04_C1,W026_V09_P04_C1,no,0.628866,modified,yes,train
CHG002324,W026,P04,V08,V09,2,W026_V08_P04_C2,W026_V09_P04_C2,no,0.734234,modified,yes,train
CHG002325,W026,P05,V08,V09,1,W026_V08_P05_C1,W026_V09_P05_C1,no,0.549747,modified,yes,train
CHG002325,W026,P05,V08,V09,2,W026_V08_P05_C2,W026_V09_P05_C2,no,0.379464,modified,yes,train
CHG002326,W026,P06,V08,V09,1,W026_V08_P06_C1,W026_V09_P06_C1,no,0.573333,modified,yes,train
CHG002326,W026,P06,V08,V09,2,W026_V08_P06_C2,W026_V09_P06_C2,no,0.724062,modified,yes,train
CHG002327,W026,P07,V08,V09,1,W026_V08_P07_C1,W026_V09_P07_C1,no,0.679054,modified,yes,train
CHG002327,W026,P07,V08,V09,2,W026_V08_P07_C2,W026_V09_P07_C2,no,0.714932,modified,yes,train
CHG002328,W026,P08,V08,V09,1,W026_V08_P08_C1,W026_V09_P08_C1,no,0.617241,modified,yes,train
CHG002328,W026,P08,V08,V09,2,W026_V08_P08_C2,W026_V09_P08_C2,no,0.901786,modified,yes,train
CHG002329,W026,P09,V08,V09,1,W026_V08_P09_C1,W026_V09_P09_C1,no,0.546713,modified,yes,train
CHG002329,W026,P09,V08,V09,2,W026_V08_P09_C2,W026_V09_P09_C2,no,0.821978,modified,yes,train
CHG002330,W026,P10,V08,V09,1,W026_V08_P10_C1,W026_V09_P10_C1,no,0.089347,modified,yes,train
CHG002330,W026,P10,V08,V09,2,W026_V08_P10_C2,W026_V09_P10_C2,no,0.680089,modified,yes,train
CHG002331,W026,P01,V09,V10,1,W026_V09_P01_C1,W026_V10_P01_C1,no,0.086207,modified,yes,train
CHG002331,W026,P01,V09,V10,2,W026_V09_P01_C2,W026_V10_P01_C2,no,0.882483,modified,yes,train
CHG002332,W026,P02,V09,V10,1,W026_V09_P02_C1,W026_V10_P02_C1,no,0.102479,modified,yes,train
CHG002332,W026,P02,V09,V10,2,W026_V09_P02_C2,W026_V10_P02_C2,no,0.384787,modified,yes,train
CHG002333,W026,P03,V09,V10,1,W026_V09_P03_C1,W026_V10_P03_C1,no,0.57539,modified,yes,train
CHG002333,W026,P03,V09,V10,2,W026_V09_P03_C2,W026_V10_P03_C2,no,0.90708,modified,yes,train
CHG002334,W026,P04,V09,V10,1,W026_V09_P04_C1,W026_V10_P04_C1,no,0.524138,modified,yes,train
CHG002334,W026,P04,V09,V10,2,W026_V09_P04_C2,W026_V10_P04_C2,no,0.704289,modified,yes,train
CHG002335,W026,P05,V09,V10,1,W026_V09_P05_C1,W026_V10_P05_C1,no,0.544839,modified,yes,train
CHG002335,W026,P05,V09,V10,2,W026_V09_P05_C2,W026_V10_P05_C2,no,0.200893,modified,yes,train
CHG002336,W026,P06,V09,V10,1,W026_V09_P06_C1,W026_V10_P06_C1,no,0.631933,modified,yes,train
CHG002336,W026,P06,V09,V10,2,W026_V09_P06_C2,W026_V10_P06_C2,no,0.84141,modified,yes,train
CHG002337,W026,P07,V09,V10,1,W026_V09_P07_C1,W026_V10_P07_C1,no,0.625641,modified,yes,train
CHG002337,W026,P07,V09,V10,2,W026_V09_P07_C2,W026_V10_P07_C2,no,0.681716,modified,yes,train
CHG002338,W026,P08,V09,V10,1,W026_V09_P08_C1,W026_V10_P08_C1,no,0.54766,modified,yes,train
CHG002338,W026,P08,V09,V10,2,W026_V09_P08_C2,W026_V10_P08_C2,no,0.90625,modified,yes,train
CHG002339,W026,P09,V09,V10,1,W026_V09_P09_C1,W026_V10_P09_C1,no,0.097731,modified,yes,train
CHG002339,W026,P09,V09,V10,2,W026_V09_P09_C2,W026_V10_P09_C2,no,0.886918,modified,yes,train
CHG002340,W026,P10,V09,V10,1,W026_V09_P10_C1,W026_V10_P10_C1,no,0.514085,modified,yes,train
CHG002340,W026,P10,V09,V10,2,W026_V09_P10_C2,W026_V10_P10_C2,no,0.88,modified,yes,train
CHG002341,W027,P01,V01,V02,1,W027_V01_P01_C1,W027_V02_P01_C1,no,0.435252,modified,yes,train
CHG002341,W027,P01,V01,V02,2,W027_V01_P01_C2,W027_V02_P01_C2,no,0.905405,modified,yes,train
CHG002342,W027,P02,V01,V02,1,W027_V01_P02_C1,W027_V02_P02_C1,no,0.08981,modified,yes,train
CHG002342,W027,P02,V01,V02,2,W027_V01_P02_C2,W027_V02_P02_C2,no,0.89038,modified,yes,train
CHG002343,W027,P03,V01,V02,1,W027_V01_P03_C1,W027_V02_P03_C1,no,0.089445,modified,yes,train
CHG002343,W027,P03,V01,V02,2,W027_V01_P03_C2,W027_V02_P03_C2,no,0.821978,modified,yes,train
CHG002344,W027,P04,V01,V02,1,W027_V01_P04_C1,W027_V02_P04_C1,no,0.092199,modified,yes,train
CHG002344,W027,P04,V01,V02,2,W027_V01_P04_C2,W027_V02_P04_C2,no,0.61573,modified,yes,train
CHG002345,W027,P05,V01,V02,1,W027_V01_P05_C1,W027_V02_P05_C1,no,0.088737,modified,yes,train
CHG002345,W027,P05,V01,V02,2,W027_V01_P05_C2,W027_V02_P05_C2,no,0.894855,modified,yes,train
CHG002346,W027,P06,V01,V02,1,W027_V01_P06_C1,W027_V02_P06_C1,no,0.101695,modified,yes,train
CHG002346,W027,P06,V01,V02,2,W027_V01_P06_C2,W027_V02_P06_C2,no,0.699115,modified,yes,train
CHG002347,W027,P07,V01,V02,1,W027_V01_P07_C1,W027_V02_P07_C1,no,0.086505,modified,yes,train
CHG002347,W027,P07,V01,V02,2,W027_V01_P07_C2,W027_V02_P07_C2,no,0.887417,modified,yes,train
CHG002348,W027,P08,V01,V02,1,W027_V01_P08_C1,W027_V02_P08_C1,no,0.097561,modified,yes,train
CHG002348,W027,P08,V01,V02,2,W027_V01_P08_C2,W027_V02_P08_C2,no,0.706667,modified,yes,train
CHG002349,W027,P09,V01,V02,1,W027_V01_P09_C1,W027_V02_P09_C1,no,0.087413,modified,yes,train
CHG002349,W027,P09,V01,V02,2,W027_V01_P09_C2,W027_V02_P09_C2,no,0.884956,modified,yes,train
CHG002350,W027,P10,V01,V02,1,W027_V01_P10_C1,W027_V02_P10_C1,no,0.099656,modified,yes,train
CHG002350,W027,P10,V01,V02,2,W027_V01_P10_C2,W027_V02_P10_C2,no,0.830022,modified,yes,train
CHG002351,W027,P01,V02,V03,1,W027_V02_P01_C1,W027_V03_P01_C1,no,0.086176,modified,yes,train
CHG002351,W027,P01,V02,V03,2,W027_V02_P01_C2,W027_V03_P01_C2,no,0.626667,modified,yes,train
CHG002352,W027,P02,V02,V03,1,W027_V02_P02_C1,W027_V03_P02_C1,no,0.631218,modified,yes,train
CHG002352,W027,P02,V02,V03,2,W027_V02_P02_C2,W027_V03_P02_C2,no,0.891353,modified,yes,train
CHG002353,W027,P03,V02,V03,1,W027_V02_P03_C1,W027_V03_P03_C1,no,0.091711,modified,yes,train
CHG002353,W027,P03,V02,V03,2,W027_V02_P03_C2,W027_V03_P03_C2,no,0.889381,modified,yes,train
CHG002354,W027,P04,V02,V03,1,W027_V02_P04_C1,W027_V03_P04_C1,no,0.104348,modified,yes,train
CHG002354,W027,P04,V02,V03,2,W027_V02_P04_C2,W027_V03_P04_C2,no,0.919643,modified,yes,train
CHG002355,W027,P05,V02,V03,1,W027_V02_P05_C1,W027_V03_P05_C1,no,0.087986,modified,yes,train
CHG002355,W027,P05,V02,V03,2,W027_V02_P05_C2,W027_V03_P05_C2,no,0.710112,modified,yes,train
CHG002356,W027,P06,V02,V03,1,W027_V02_P06_C1,W027_V03_P06_C1,no,0.097315,modified,yes,train
CHG002356,W027,P06,V02,V03,2,W027_V02_P06_C2,W027_V03_P06_C2,no,0.716814,modified,yes,train
CHG002357,W027,P07,V02,V03,1,W027_V02_P07_C1,W027_V03_P07_C1,no,0.562069,modified,yes,train
CHG002357,W027,P07,V02,V03,2,W027_V02_P07_C2,W027_V03_P07_C2,no,0.682819,modified,yes,train
CHG002358,W027,P08,V02,V03,1,W027_V02_P08_C1,W027_V03_P08_C1,no,0.1,modified,yes,train
CHG002358,W027,P08,V02,V03,2,W027_V02_P08_C2,W027_V03_P08_C2,no,0.671111,modified,yes,train
CHG002359,W027,P09,V02,V03,1,W027_V02_P09_C1,W027_V03_P09_C1,no,0.083045,modified,yes,train
CHG002359,W027,P09,V02,V03,2,W027_V02_P09_C2,W027_V03_P09_C2,no,0.89823,modified,yes,train
CHG002360,W027,P10,V02,V03,1,W027_V02_P10_C1,W027_V03_P10_C1,no,0.103627,modified,yes,train
CHG002360,W027,P10,V02,V03,2,W027_V02_P10_C2,W027_V03_P10_C2,no,0.882483,modified,yes,train
CHG002361,W027,P01,V03,V04,1,W027_V03_P01_C1,W027_V04_P01_C1,no,0.48227,modified,yes,train
CHG002361,W027,P01,V03,V04,2,W027_V03_P01_C2,W027_V04_P01_C2,no,0.911894,modified,yes,train
CHG002362,W027,P02,V03,V04,1,W027_V03_P02_C1,W027_V04_P02_C1,no,0.100334,modified,yes,train
CHG002362,W027,P02,V03,V04,2,W027_V03_P02_C2,W027_V04_P02_C2,no,0.904232,modified,yes,train
CHG002363,W027,P03,V03,V04,1,W027_V03_P03_C1,W027_V04_P03_C1,no,0.541667,modified,yes,train
CHG002363,W027,P03,V03,V04,2,W027_V03_P03_C2,W027_V04_P03_C2,no,0.891353,modified,yes,train
CHG002364,W027,P04,V03,V04,1,W027_V03_P04_C1,W027_V04_P04_C1,no,0.083189,modified,yes,train
CHG002364,W027,P04,V03,V04,2,W027_V03_P04_C2,W027_V04_P04_C2,no,0.841871,modified,yes,train
CHG002365,W027,P05,V03,V04,1,W027_V03_P05_C1,W027_V04_P05_C1,no,0.097152,modified,yes,train
CHG002365,W027,P05,V03,V04,2,W027_V03_P05_C2,W027_V04_P05_C2,no,0.680089,modified,yes,train
CHG002366,W027,P06,V03,V04,1,W027_V03_P06_C1,W027_V04_P06_C1,no,0.080672,modified,yes,train
CHG002366,W027,P06,V03,V04,2,W027_V03_P06_C2,W027_V04_P06_C2,no,0.722838,modified,yes,train
CHG002367,W027,P07,V03,V04,1,W027_V03_P07_C1,W027_V04_P07_C1,no,0.083333,modified,yes,train
CHG002367,W027,P07,V03,V04,2,W027_V03_P07_C2,W027_V04_P07_C2,no,0.914798,modified,yes,train
CHG002368,W027,P08,V03,V04,1,W027_V03_P08_C1,W027_V04_P08_C1,no,0.089655,modified,yes,train
CHG002368,W027,P08,V03,V04,2,W027_V03_P08_C2,W027_V04_P08_C2,no,0.908686,modified,yes,train
CHG002369,W027,P09,V03,V04,1,W027_V03_P09_C1,W027_V04_P09_C1,no,0.090121,modified,yes,train
CHG002369,W027,P09,V03,V04,2,W027_V03_P09_C2,W027_V04_P09_C2,no,0.884444,modified,yes,train
CHG002370,W027,P10,V03,V04,1,W027_V03_P10_C1,W027_V04_P10_C1,no,0.091388,modified,yes,train
CHG002370,W027,P10,V03,V04,2,W027_V03_P10_C2,W027_V04_P10_C2,no,0.190687,modified,yes,train
CHG002371,W027,P01,V04,V05,1,W027_V04_P01_C1,W027_V05_P01_C1,no,0.135889,modified,yes,train
CHG002371,W027,P01,V04,V05,2,W027_V04_P01_C2,W027_V05_P01_C2,no,0.681319,modified,yes,train
CHG002372,W027,P02,V04,V05,1,W027_V04_P02_C1,W027_V05_P02_C1,no,0.09571,modified,yes,train
CHG002372,W027,P02,V04,V05,2,W027_V04_P02_C2,W027_V05_P02_C2,no,0.622222,modified,yes,train
CHG002373,W027,P03,V04,V05,1,W027_V04_P03_C1,W027_V05_P03_C1,no,0.094406,modified,yes,train
CHG002373,W027,P03,V04,V05,2,W027_V04_P03_C2,W027_V05_P03_C2,no,0.709534,modified,yes,train
CHG002374,W027,P04,V04,V05,1,W027_V04_P04_C1,W027_V05_P04_C1,no,0.430823,modified,yes,train
CHG002374,W027,P04,V04,V05,2,W027_V04_P04_C2,W027_V05_P04_C2,no,0.901345,modified,yes,train
CHG002375,W027,P05,V04,V05,1,W027_V04_P05_C1,W027_V05_P05_C1,no,0.429302,modified,yes,train
CHG002375,W027,P05,V04,V05,2,W027_V04_P05_C2,W027_V05_P05_C2,no,0.908686,modified,yes,train
CHG002376,W027,P06,V04,V05,1,W027_V04_P06_C1,W027_V05_P06_C1,no,0.684746,modified,yes,train
CHG002376,W027,P06,V04,V05,2,W027_V04_P06_C2,W027_V05_P06_C2,no,0.195991,modified,yes,train
CHG002377,W027,P07,V04,V05,1,W027_V04_P07_C1,W027_V05_P07_C1,no,0.100694,modified,yes,train
CHG002377,W027,P07,V04,V05,2,W027_V04_P07_C2,W027_V05_P07_C2,no,0.720358,modified,yes,train
CHG002378,W027,P08,V04,V05,1,W027_V04_P08_C1,W027_V05_P08_C1,no,0.537786,modified,yes,train
CHG002378,W027,P08,V04,V05,2,W027_V04_P08_C2,W027_V05_P08_C2,no,0.822222,modified,yes,train
CHG002379,W027,P09,V04,V05,1,W027_V04_P09_C1,W027_V05_P09_C1,no,0.109347,modified,yes,train
CHG002379,W027,P09,V04,V05,2,W027_V04_P09_C2,W027_V05_P09_C2,no,0.172949,modified,yes,train
CHG002380,W027,P10,V04,V05,1,W027_V04_P10_C1,W027_V05_P10_C1,no,0.577465,modified,yes,train
CHG002380,W027,P10,V04,V05,2,W027_V04_P10_C2,W027_V05_P10_C2,no,0.904656,modified,yes,train
CHG002381,W027,P01,V05,V06,1,W027_V05_P01_C1,W027_V06_P01_C1,no,0.541958,modified,yes,train
CHG002381,W027,P01,V05,V06,2,W027_V05_P01_C2,W027_V06_P01_C2,no,0.876106,modified,yes,train
CHG002382,W027,P02,V05,V06,1,W027_V05_P02_C1,W027_V06_P02_C1,no,0.084034,modified,yes,train
CHG002382,W027,P02,V05,V06,2,W027_V05_P02_C2,W027_V06_P02_C2,no,0.387665,modified,yes,train
CHG002383,W027,P03,V05,V06,1,W027_V05_P03_C1,W027_V06_P03_C1,no,0.141093,modified,yes,train
CHG002383,W027,P03,V05,V06,2,W027_V05_P03_C2,W027_V06_P03_C2,no,0.907865,modified,yes,train
CHG002384,W027,P04,V05,V06,1,W027_V05_P04_C1,W027_V06_P04_C1,no,0.103757,modified,yes,train
CHG002384,W027,P04,V05,V06,2,W027_V05_P04_C2,W027_V06_P04_C2,no,0.712389,modified,yes,train
CHG002385,W027,P05,V05,V06,1,W027_V05_P05_C1,W027_V06_P05_C1,no,0.641115,modified,yes,train
CHG002385,W027,P05,V05,V06,2,W027_V05_P05_C2,W027_V06_P05_C2,no,0.828194,modified,yes,train
CHG002386,W027,P06,V05,V06,1,W027_V05_P06_C1,W027_V06_P06_C1,no,0.508532,modified,yes,train
CHG002386,W027,P06,V05,V06,2,W027_V05_P06_C2,W027_V06_P06_C2,no,0.666667,modified,yes,train
CHG002387,W027,P07,V05,V06,1,W027_V05_P07_C1,W027_V06_P07_C1,no,0.103986,modified,yes,train
CHG002387,W027,P07,V05,V06,2,W027_V05_P07_C2,W027_V06_P07_C2,no,0.892377,modified,yes,train
CHG002388,W027,P08,V05,V06,1,W027_V05_P08_C1,W027_V06_P08_C1,no,0.606383,modified,yes,train
CHG002388,W027,P08,V05,V06,2,W027_V05_P08_C2,W027_V06_P08_C2,no,0.89038,modified,yes,train
CHG002389,W027,P09,V05,V06,1,W027_V05_P09_C1,W027_V06_P09_C1,no,0.106952,modified,yes,train
CHG002389,W027,P09,V05,V06,2,W027_V05_P09_C2,W027_V06_P09_C2,no,0.901099,modified,yes,train
CHG002390,W027,P10,V05,V06,1,W027_V05_P10_C1,W027_V06_P10_C1,no,0.103387,modified,yes,train
CHG002390,W027,P10,V05,V06,2,W027_V05_P10_C2,W027_V06_P10_C2,no,0.904232,modified,yes,train
CHG002391,W027,P01,V06,V07,1,W027_V06_P01_C1,W027_V07_P01_C1,no,0.088968,modified,yes,train
CHG002391,W027,P01,V06,V07,2,W027_V06_P01_C2,W027_V07_P01_C2,no,0.876106,modified,yes,train
CHG002392,W027,P02,V06,V07,1,W027_V06_P02_C1,W027_V07_P02_C1,no,0.425894,modified,yes,train
CHG002392,W027,P02,V06,V07,2,W027_V06_P02_C2,W027_V07_P02_C2,no,0.819383,modified,yes,train
CHG002393,W027,P03,V06,V07,1,W027_V06_P03_C1,W027_V07_P03_C1,no,0.111511,modified,yes,train
CHG002393,W027,P03,V06,V07,2,W027_V06_P03_C2,W027_V07_P03_C2,no,0.67713,modified,yes,train
CHG002394,W027,P04,V06,V07,1,W027_V06_P04_C1,W027_V07_P04_C1,no,0.086176,modified,yes,train
CHG002394,W027,P04,V06,V07,2,W027_V06_P04_C2,W027_V07_P04_C2,no,0.905077,modified,yes,train
CHG002395,W027,P05,V06,V07,1,W027_V06_P05_C1,W027_V07_P05_C1,no,0.106897,modified,yes,train
CHG002395,W027,P05,V06,V07,2,W027_V06_P05_C2,W027_V07_P05_C2,no,0.895787,modified,yes,train
CHG002396,W027,P06,V06,V07,1,W027_V06_P06_C1,W027_V07_P06_C1,no,0.092624,modified,yes,train
CHG002396,W027,P06,V06,V07,2,W027_V06_P06_C2,W027_V07_P06_C2,no,0.896247,modified,yes,train
CHG002397,W027,P07,V06,V07,1,W027_V06_P07_C1,W027_V07_P07_C1,no,0.091549,modified,yes,train
CHG002397,W027,P07,V06,V07,2,W027_V06_P07_C2,W027_V07_P07_C2,no,0.711712,modified,yes,train
CHG002398,W027,P08,V06,V07,1,W027_V06_P08_C1,W027_V07_P08_C1,no,0.087413,modified,yes,train
CHG002398,W027,P08,V06,V07,2,W027_V06_P08_C2,W027_V07_P08_C2,no,0.878049,modified,yes,train
CHG002399,W027,P09,V06,V07,1,W027_V06_P09_C1,W027_V07_P09_C1,no,0.106195,modified,yes,train
CHG002399,W027,P09,V06,V07,2,W027_V06_P09_C2,W027_V07_P09_C2,no,0.837004,modified,yes,train
CHG002400,W027,P10,V06,V07,1,W027_V06_P10_C1,W027_V07_P10_C1,no,0.632327,modified,yes,train
CHG002400,W027,P10,V06,V07,2,W027_V06_P10_C2,W027_V07_P10_C2,no,0.660674,modified,yes,train
CHG002401,W027,P01,V07,V08,1,W027_V07_P01_C1,W027_V08_P01_C1,no,0.103943,modified,yes,train
CHG002401,W027,P01,V07,V08,2,W027_V07_P01_C2,W027_V08_P01_C2,no,0.900222,modified,yes,train
CHG002402,W027,P02,V07,V08,1,W027_V07_P02_C1,W027_V08_P02_C1,no,0.578767,modified,yes,train
