document_id,website_id,page_id,version,corpus_file,content_raw_hash,content_normalized_hash,normalization,split
W008_V09_P08,W008,P08,V09,,cbb36264820ebc6355168d3714993291b4826ce41c6cbff95c733a87f1614591,54e175c91e640aeb92d582ecc477a256f45b0e7cdd0281fb331b0aa93ef06947,whitespace_collapsed_lower,train
W008_V09_P09,W008,P09,V09,,c244d8c00062d8ab156fab4469f428c0a765790d7e3df4f0100a2d506c1f3d62,cc01aacf7e448b0f9b0e4563b31626598ff52a09f65a03b080d10ee10a57d0f3,whitespace_collapsed_lower,train
W008_V09_P10,W008,P10,V09,,226d9fd17344dd14ecd14d9eae3aad639dccb833d42c05fe8cc5cc9d9930135f,ea678a7acb094700261d558156b5772801d68b56f59878e6de6302fbb3c16c42,whitespace_collapsed_lower,train
W008_V10_P01,W008,P01,V10,,d85d8a3a83e6dfb12ff3b8e957a2c10e9b481b54a48700117cb08b6422dca449,e531770952d9f3c244e26b4c624c41b43644ba63cdb0558f445229d2ff9863a7,whitespace_collapsed_lower,train
W008_V10_P02,W008,P02,V10,,60466bd01b83ccf308bacd0ea51f2cc959001a87aad6484198b5f7cc9f4775b1,f29faf68009f4284a29a6048bef9b82fbe16522b5c0961a5e9419e85fa7b6498,whitespace_collapsed_lower,train
W008_V10_P03,W008,P03,V10,,6176c326e5cf6d121f7d56de834a57209b7c0eee152ca67ba50e3d3fcd209040,9481514eadd928cc398b2098f62c93dd0d9b42bb21f4bbdab1e1386e70054a1d,whitespace_collapsed_lower,train
W008_V10_P04,W008,P04,V10,,cb7e5caaa03d93c8c441a8c908aaa95b999b3d3309faf7ddda72bd26db3f57eb,6fbd1afdb541282b2d2b5f3a35d0e39eacffcf95981bbe50ea708f6e865a21b5,whitespace_collapsed_lower,train
W008_V10_P05,W008,P05,V10,,209c37c55c91c40c726d0a2e289374b2cfeccd35f1abf17a042b038416b221c7,ef773be659243cf1c90822395c8f7f8f710aea73ad4a3f2fe87776d6b383b9cc,whitespace_collapsed_lower,train
W008_V10_P06,W008,P06,V10,,d748b4c367091bf09fbfffb75dbf46098f418c138f695ff18ce9a0c1feaba669,d0121f434b22101cfafedd07f6d5ed4d083ff039cd4c32964578de9a51dd0ca2,whitespace_collapsed_lower,train
W008_V10_P07,W008,P07,V10,,f75bed2c38db8d979f214031b82fb133f9abb1012fe5e33a9550521f9821b4b9,a4f735276156ed246753af3d30d81c76695efad58e522b4d557ca4e1037ac7f9,whitespace_collapsed_lower,train
W008_V10_P08,W008,P08,V10,,e1e9f64c80a71b82ad3804416f89d49a2d3d9696c44403bbb609ca7c304e78c6,e99ad4d31bb142bde6fab7e2361e71c112463283bbd89d0623fdd9e24128f79f,whitespace_collapsed_lower,train
W008_V10_P09,W008,P09,V10,,244004809ef632796c79e60fa0932ca1fa3186ad6e8c3f172e9963debd0f1bc1,cba77b4de62344ba02debfde3a557ba380f52962496bbdd5ca1ae14dc5ac51fc,whitespace_collapsed_lower,train
W008_V10_P10,W008,P10,V10,,92093e99d9b1c7750d99c9fa4d3ae407af81c8dd0e107ca8bda58772e23702ea,03a675c42614ffade195fd39cc647a7942886ce069d5d1345778efef2706f9d3,whitespace_collapsed_lower,train
W009_V01_P01,W009,P01,V01,,a8c8bd23508445d8e14c142e7f17ad8f465c07b493294e8cd62618c6f66cc7d4,a55392df1c1c6eeb5a15c21cac59ea3ce1c325529d31201c05973c92d8649d9f,whitespace_collapsed_lower,train
W009_V01_P02,W009,P02,V01,,3c10bb14fe978496e2bee4a6319f45c7b906d3467b65b6a99f87b8546d11720d,6a054d5b831933eaa58240142d461b24b76c74cd8341e81c5b22bcc87f4fe550,whitespace_collapsed_lower,train
W009_V01_P03,W009,P03,V01,,8a6810b808b3d0e29df8471d0a4eba7e593d7f4c8c0001046c85aa16c9c773bb,9c8c72cb44d2fc40c07a1c2fef95806e74f3b9d5f5881e5ffce5fb6e32651c54,whitespace_collapsed_lower,train
W009_V01_P04,W009,P04,V01,,7a927119a98128b31bee70a799659dfe2225f6ea3246ee02c100f2ed7e7b386c,aa8dc9ea047cdfa5566c3f10a5d0f2aac0bffc4b55894a37489ec0805b177fe3,whitespace_collapsed_lower,train
W009_V01_P05,W009,P05,V01,,7694edd06bca2e64050919ca6665664f2339659dafc60f6c587e8807ad80ecea,5ce3a9ae973aba2ec855f3c2268599fbbe2e946786898f3feaff614a5e237ac0,whitespace_collapsed_lower,train
W009_V01_P06,W009,P06,V01,,956b2c642d66ad0b08bd605b630b91bad350dc38e74c31b588aaeb392e455e91,3eadbc77d1fc37f5678da777613297b80d71d7e957d28b2d47d54439821741c5,whitespace_collapsed_lower,train
W009_V01_P07,W009,P07,V01,,931aa53c01acd399db90600e6647450b316b0c6edd487437950ade32032d7266,b07f84cc15785abea1d666ce05cd169bd12f6f8371c06b761094841be0fb4715,whitespace_collapsed_lower,train
W009_V01_P08,W009,P08,V01,,2537201363365ead8a1851900f65b36cc197efb71cef8a39e97ad13a7da0446e,fa1e9a6a47d2a9c07f775347c6aead8081a2b4945c6a048c40627faa23425ad2,whitespace_collapsed_lower,train
W009_V01_P09,W009,P09,V01,,066752da4388156dd5e35e05594018ba8f702be40d1e92a73b96bbefa8c7fa39,2b67ea9aaa552565b31836f65d2ef72aee3a139b40c1382248a43edf47c5bcbd,whitespace_collapsed_lower,train
W009_V01_P10,W009,P10,V01,,8a48ffb47204bd3189bc2c1da6043d4683264f7250bb9b975eeb520c44648a9e,50bbbfc52ce7f1c4e28e6ad4a67549a94a44b158af6e00578a6879a5db152ebf,whitespace_collapsed_lower,train
W009_V02_P01,W009,P01,V02,,81344ddbfb6066e469b9487670958e2f45abec612e0959f2e7cddc902995ce0f,9c78eec0ab736c3f07380227f8f537c255c99d9255ad5691d0333ecb7935bc31,whitespace_collapsed_lower,train
W009_V02_P02,W009,P02,V02,,238ecea1d861c7501236c1af565168402aae2d3513e5eb035f66ade218655400,5e5a7d3e94e48fbeaa655dbec5a38cdb6ca6e3c173d8ee3097dc1719536b3343,whitespace_collapsed_lower,train
W009_V02_P03,W009,P03,V02,,fc2a2f965fe231f6248f21883004dfaa7f064d240138663b6c7023d69c6ea284,71dbca4173fc841e168580a1c4bdff3f903f231fc8d0e8e238ca24ea4d6c65e9,whitespace_collapsed_lower,train
W009_V02_P04,W009,P04,V02,,c30bda47bb3f597dc2cba5803440337c95d778fda5d65bc02c4fe1c0c81694d3,e75d1610361ef0b3523f670194837ba6683718f9edcb4887dacd48a84ddf63bf,whitespace_collapsed_lower,train
W009_V02_P05,W009,P05,V02,,aaaf3d7b0128761d0a25d1da1b0bf62676ce1b66538596d7b1aa21a3617b3446,3108e3fc69084b1833d3f289fa957ab736820bcdab5b10f947773a6795df6b1a,whitespace_collapsed_lower,train
W009_V02_P06,W009,P06,V02,,e0f05c730fbe306973923f9db7017b7e69466a8eeb9ceadc2645cf0dae97dd44,21956319cb6ad798d906942a0c7e118ef375e0eb18a22d30ef0558684ad100b7,whitespace_collapsed_lower,train
W009_V02_P07,W009,P07,V02,,704391d963aa36eab35b568cb7a72cf4f473e31e7fa13d5391add8c3b285a189,0900d0822ef19c0aed04dd85cbd41c72392cc39b343a7929f01895e960c5c628,whitespace_collapsed_lower,train
W009_V02_P08,W009,P08,V02,,556038c2f5c979eaca8c998c27c213900882518ef07cef13b98f3af879ae33a4,3f55f0e089b2310c8436950445255b50bfc2e66bf536442817e101c8fcc829c3,whitespace_collapsed_lower,train
W009_V02_P09,W009,P09,V02,,0698519ef05aef01eae2ca9b45233042e006054ba755773fcbee567028fce6a2,96e06b2665d071d28ab328906de9d56dcf7fdc7890f2a881f003d1d02609bb9d,whitespace_collapsed_lower,train
W009_V02_P10,W009,P10,V02,,24243787bdff13ac366d80e8409b9accd9689ec89669c992aabd3bff60c05afa,32aafe344da0c45509a3527c7bbe3c10f3c1706fe6f63f3a21c617a591d3598c,whitespace_collapsed_lower,train
W009_V03_P01,W009,P01,V03,,f7266009c52b352873c46c3c7f47368c4cb85aaa207ad25567e15fe322b27ec7,d97a061d1f33123b23e79971679c0cbc228ae14e6ec28dd412cf7abed98576ec,whitespace_collapsed_lower,train
W009_V03_P02,W009,P02,V03,,2b3d48d1f7f54785cf296f48490a33beca768cce2240ef1fbcb461b8db083845,bf3b8ec4f4747cc11cfbb6d9996a9025a6f03b06d0941c664666b7954a0deeca,whitespace_collapsed_lower,train
W009_V03_P03,W009,P03,V03,,e4ac78f8d17551408965bfe6ec58ed4a63940dc134d81764ca5b70d3a0c562a6,85e4d5f30673e8ee409684c0ff8d9aaab958dddc1ac2b54fc84fece1704e9760,whitespace_collapsed_lower,train
W009_V03_P04,W009,P04,V03,,ad21b140cb1b178d3a55f7fe75ed0c510b24cf1cbed3106f98ab8653e6d2fa3b,dd8eaf1fa4680d2e5f77c9fe2c58fda41eeaf7868d00804ec302273feee56548,whitespace_collapsed_lower,train
W009_V03_P05,W009,P05,V03,,bb1fb44141c30de9b7d36fb8f7cc1ea29ba9ec66605612e8c15267d718c9b446,b437211201bf6c5b29addfae25827035d7703ceede9bed5f03443005cdcbe748,whitespace_collapsed_lower,train
W009_V03_P06,W009,P06,V03,,037adb441390abd9dc7e5d1fd41f2e16d7252435bc9868a58385fa15b6ac99ee,4bc99c39ae01d7ae19bc338dc4291d3f4e386e59c6dada94db9a4911538f5058,whitespace_collapsed_lower,train
W009_V03_P07,W009,P07,V03,,dc2b96ca5a08f64d58fd342c2525f2b3dabbf01ecebe8cdad1b4d393082fb1b6,f478415dc9b63c411253f9509b7f1c06e6bd682c92e1f112db054ab7cac53211,whitespace_collapsed_lower,train
W009_V03_P08,W009,P08,V03,,e36d708ade08f3023bad7a609c05eddd277b595a46d6a68e58fbd1eb2ccc0850,c47ff9621131d9820c7f92ccba05e51b9034dda29734a508d0579a0846c8d101,whitespace_collapsed_lower,train
W009_V03_P09,W009,P09,V03,,09f14adf8504fa2d495567c545ce720cd083ef50225896ef5ec25736d29bd131,b006153975f77287040da56c0f41c03188ec1978341ced62d5116ee6a51a5749,whitespace_collapsed_lower,train
W009_V03_P10,W009,P10,V03,,d6c881240caa0a4d05916ffef4d7617a66e4cd6ddad172654c7fa69f94a9759d,353f854f5bf48deedbe5481d590006baf804ea9091dca86a393b4eb79983c9c8,whitespace_collapsed_lower,train
W009_V04_P01,W009,P01,V04,,48b1bd2f71dc3367c816223a5482581470b8d3b8609480eb297018567a48f6d2,e3b8706b738a89f2bddaa52f8e905ad8d0d0bbaf9eb8e48d4af30e37148a0c64,whitespace_collapsed_lower,train
W009_V04_P02,W009,P02,V04,,ef5a22c2e83ba2ec70c07d24ad6932517a02001853adf82c99ba4b9d8664935d,dd49d7bc47c5d62a4fd05fbdc3b98bec8916b5d85f543954c8c60341f2665f81,whitespace_collapsed_lower,train
W009_V04_P03,W009,P03,V04,,c1618b9dcc4e1816965e5d60aaf86ea3894d4838648d86588b446ee75aa97717,f7b41f9a7f93bcea256ec462d78c30b956f4399b507fb5e361798c9a1211813f,whitespace_collapsed_lower,train
W009_V04_P04,W009,P04,V04,,c17b274c1b3b2a0b3b7a2cb848516032e9bc011d55f7cb398c75ce8707693a31,46925ba31c821f5262df875a85388cb302c509152a355a571d2d28fd48210184,whitespace_collapsed_lower,train
W009_V04_P05,W009,P05,V04,,deaac14c7314222f3ee71187d0d76d757fda3d568140be22609534fa9334ec06,adf14e6172d54908e767242815de75903415a51b91973b6d3566d3000686653e,whitespace_collapsed_lower,train
W009_V04_P06,W009,P06,V04,,acc43d221a68c902b5b15a2ce4a42c99e3a49b3e18bfeb93ccf3fa0a65d68a0c,495d8c0597769488a435d3376d941a3046b74b367dfe14ccf0705f11d4c5b488,whitespace_collapsed_lower,train
W009_V04_P07,W009,P07,V04,,94a9783f2f34a6c62d8f8715e65dc566b4d7a27fdf1b597e7456a8e21c6b8d99,4142847ce3beaceb1a1ab680b287dc743aaea8b49c90022856586b01a041c7ba,whitespace_collapsed_lower,train
W009_V04_P08,W009,P08,V04,,2a35bc7586b1567b56aa10ca90b2421e1fee72b57e983fda05bc2bf2347adafa,74ccae41e89a571058d51b3033b7ff5bdf9be14be0e4115cee9cc0cc2de669b8,whitespace_collapsed_lower,train
W009_V04_P09,W009,P09,V04,,2f5914cb9183f8b1273758714b35557c72623fc500bcfd5e17bd726cda23f88e,345cbb80d4bd90bb89b8b4ffa93796479879ff413f384bdbcf8d5cda14685e43,whitespace_collapsed_lower,train
W009_V04_P10,W009,P10,V04,,faa9debad907d75faa726374e5ff077cecce5b31ffb8d91a7555f59e17a59dbd,68abe414a33bd61c2c942a0a10bde1b37da651c2afbe46c0347f908b4d3e1765,whitespace_collapsed_lower,train
W009_V05_P01,W009,P01,V05,,6e7623cb17ae566dd4f3ba26b66aba1fdf39abb92afba97599710a7deeb1c67f,156a53cb086cbf7f163be920030382bafdab01d526f6ec069ff7aad5433d2140,whitespace_collapsed_lower,train
W009_V05_P02,W009,P02,V05,,5e8f55a0ab6a9260ee60a37fa81de5395d90a5cce0f9743c7acf04d32013f4e4,e620ae0c186aaedc0079699ade1c3378db9787a927b741c27bf27e9c6f166796,whitespace_collapsed_lower,train
W009_V05_P03,W009,P03,V05,,e6548e74d486fe56018bb1c899fa0da839336bcf14b574129466a78627fe05ae,611a5f1fc601dd76bff302a4b69f0554d839c83bc27cf8743a227dd54cb4ee8e,whitespace_collapsed_lower,train
W009_V05_P04,W009,P04,V05,,0f6126b38ffb621f3773ca11ab7546f80a8ed46c8e553fb573f1c92a16af6bcb,14316600bdf05cf4c4b3fa8acdb27c5ae7f06bb511e04774248006d3ebeace31,whitespace_collapsed_lower,train
W009_V05_P05,W009,P05,V05,,a1e08d62e237e98e936d78485ab663ae386b05c0fa1d9ebb7b3f94fcc2356575,fed4c1cca25fa6f1f9173c145f84ce6abfdfac8756011d5e1380c2df3437ef73,whitespace_collapsed_lower,train
W009_V05_P06,W009,P06,V05,,351f4aa6923e04f407248c2d65ec22311efa111f071731780dc9790c4fcd5079,9027e0e6c0123bdad133f33cb477012884b5216e8cdc8a0367411804b1abe098,whitespace_collapsed_lower,train
W009_V05_P07,W009,P07,V05,,382160df95b2242a788e0aab88198323a069102e3045f9a09ea3e50fea885515,38747c4e6b6f3c21cbec4602c225a44f113934c6005ce202c3044ad6cf17b449,whitespace_collapsed_lower,train
W009_V05_P08,W009,P08,V05,,7f3a2de6d0821218695c945ed7792de6e6633e87917febf6977dd2a0f91f0c01,c32d131d825b3d9d373c202b3d82966705f5e7aaa9745b5e036e0aea2c6f18ad,whitespace_collapsed_lower,train
W009_V05_P09,W009,P09,V05,,d489d8f4b3d461cf6f77963b725955ea5721d515ac214b6520d9b5aba40077ef,261b5ad5b0972240f00dea668d71c03620c2f64b808e34809ca7e0137cfef504,whitespace_collapsed_lower,train
W009_V05_P10,W009,P10,V05,,2e7e75eecde1519a118d73e8d74d07386c0ea8740159084063affe21a2e94efb,fa8cab8059069fcf22e0e6b0e89bb585d40cb76d3afda5974fcd6005b6062dfc,whitespace_collapsed_lower,train
W009_V06_P01,W009,P01,V06,,a42518f3c6575362aea3fd527e281b1f64d5fd5427231f93ac625986d8388a24,f0c0729df0b2cca0f13f301b1fad24fa0c476f54f8b8c0641cbf72313f050bfe,whitespace_collapsed_lower,train
W009_V06_P02,W009,P02,V06,,d859442d4ac49a2940268e72c1e4783837034fffffc777ec47ee2985e83ba2f6,c6b4e89b6d049a3729a22f7e69a75699be04f25fc0d5ca333f38c8136adc6939,whitespace_collapsed_lower,train
W009_V06_P03,W009,P03,V06,,c9d9798034a9342a94a016328f0c65a46bc56829ad203a4ad8eb337f8735bb12,d870e675d7ae770a3fedaa6677e0c34a14dc54bc50280d96c57ad3305699394d,whitespace_collapsed_lower,train
W009_V06_P04,W009,P04,V06,,c9c0043403149a081c7c3d29beb532be83cbab35b221b79ed9b33c17c917aa13,382fea89ffb23453d3d82ed47b1f4cc40fd85be5d5aaf68c28f7a320fa1ffc85,whitespace_collapsed_lower,train
W009_V06_P05,W009,P05,V06,,665fd6cc12294384835c4e70aad36bd9128663134799019249cdaf0788db115c,e44dba327b5b719aca3cc2fc8dfca0f66cc1633f8f6c68f91d3dbde37bb57520,whitespace_collapsed_lower,train
W009_V06_P06,W009,P06,V06,,e7d1f65c8c6349cc15e7bb67b0c165b7670822fc24e2f5ac3bfc5f8d3373bf7a,c7ea99ece0066cb00650f049a9dba51afb91810a085bf1e6555f8bf0d9473a5b,whitespace_collapsed_lower,train
W009_V06_P07,W009,P07,V06,,8ae119b39f01383b40bd457c630e9587dec86e874f3ccbf562395345cf795739,176fbac44529d3e1819c75677f64e8c8b385b346ff421c575aa29d55a97ee3a0,whitespace_collapsed_lower,train
W009_V06_P08,W009,P08,V06,,02f4a415d77f7320eaf84337667890b1e5b8f382b1ef035e501e282856be7be8,4b95017471ffbe33ebf4e94048ddc33f0c992e3fc766648cbacfa78e5767ba07,whitespace_collapsed_lower,train
W009_V06_P09,W009,P09,V06,,eb6ff86fc06166bf6f3c3ac5b7c808e4033fa279d361e9d1c5d6f96960122315,1f0c8cfec0a0c0edbaf43008b71ea59bfa41aec1a44a669fabf556a7b7dfc1cb,whitespace_collapsed_lower,train
W009_V06_P10,W009,P10,V06,,08a380e8ed3f99770dec7ce1c3b6bfd9dda3e24c124a504d49f1305798dd6678,2bdea828a257fb477e3e1517cb3518eb05f3c5a89f521a9341cffef131bb5378,whitespace_collapsed_lower,train
W009_V07_P01,W009,P01,V07,,e4a0d8cb87c120e08cc69ffbf92d55ca9d91229029ef7ec03b99c28d2816f3ea,7d86ab0732ba53d113d20347dea0dce8913785227d4f4d504853a9d7f9cb4f27,whitespace_collapsed_lower,train
W009_V07_P02,W009,P02,V07,,c5f6202f598a0ba3841065f28f3536f0a9e2edfb273613649ba32bc9b88b8dcf,8c044d490126907bf9492cf54c862d3cde7dcada3f8893f15e397e678a3c64ce,whitespace_collapsed_lower,train
W009_V07_P03,W009,P03,V07,,78d29fb41fef82eb15dd30d6d53abcac85ac69edb342d4fdcd2d3efeecc2ae02,d8635e1a89e9abf83196b05b607b3be28f483ce3d93b08bf8b686653200f9562,whitespace_collapsed_lower,train
W009_V07_P04,W009,P04,V07,,c8b9649446bdafa31afe3dbc87f06ccafa5021eec2e006fa19b28ec95ae4a9c6,ce957a6934a900537b0488dfd04bbc5cf22407f7f26aab80bd0af07741d0776f,whitespace_collapsed_lower,train
W009_V07_P05,W009,P05,V07,,b64fb99648c6504a8ed3a87ff4a03aa627062f2a243f1912fcf6026738f35996,a4e046d87c977bc1bdce245e20b2012776c90448a0a23496bfa50c956d9992bb,whitespace_collapsed_lower,train
W009_V07_P06,W009,P06,V07,,444fbdda64bf4390dbb6f82aec656b09e808f7995e1255c01c70fea7d4e9ff4c,fc4650806b9c6a16b31a4063d30759218e970340eb3b3e3c2633c171d658bebf,whitespace_collapsed_lower,train
W009_V07_P07,W009,P07,V07,,ff9b2a8d086c55bb3384cb66ad54de2105058c81201a2c9e724ca3e3fa7f5273,97475f0a1dc6feaf94e55f3adecdf2945ed79cbbf389f71a1a4355feae3a4921,whitespace_collapsed_lower,train
W009_V07_P08,W009,P08,V07,,425249db98a6132e540784e2690bf0f63b43d333cbe3167469225188420294be,1c735e35c4344b6ec7ff9edaeb8db742d527cbc2fd3ea7a64a8f8e88286e91d4,whitespace_collapsed_lower,train
W009_V07_P09,W009,P09,V07,,9767009388f07006eff1057ca215594d713774149d7d9d7d4fc62e28fd99af5d,16dcfd21a1fff40c233e8176ed8c6b35246925ca52fe07a0e2f2a6c3995b0bb3,whitespace_collapsed_lower,train
W009_V07_P10,W009,P10,V07,,736eead8f41230a24c66e38d7493fad1f34c4ca9a97404b0ee20076023b08d6a,03c6962a7a11d6ef2c0bd16f820fdbcfdcf80e941ecd4fcefb4627ce49a5a039,whitespace_collapsed_lower,train
W009_V08_P01,W009,P01,V08,,806d45437f476265e2fbe9ef20079e3d00ae06463205df4862fc571678c5e813,0bcdf30a5338db8ce4f3a9159fbbb0860606044cf4f7783ec5bfdc8b370c0ecc,whitespace_collapsed_lower,train
W009_V08_P02,W009,P02,V08,,cb982e843d4fd99088adffb2a694786cc20863f18053a85e78a847dd922595b2,dca6efcd92f9f591e83a82f381324f7aae5afdaa1ad287f0b63823f623d9c60e,whitespace_collapsed_lower,train
W009_V08_P03,W009,P03,V08,,7308166e49428b8fdb9b78299fb5dd77ead71e0c3836474959ae8cc0f435d0a0,4b19a4cf1579b23a4101f3f43fe858e0c30d9cd78186ed75cb1151c0f6e0d736,whitespace_collapsed_lower,train
W009_V08_P04,W009,P04,V08,,a55604e556ee967686a042da73367d5aec99ab1c29864c13bf0ee6c1239a915b,320b5e9f29bdad8aaec9a7bc672c0d9208bfc08a71483b581f11a09fdb44fed7,whitespace_collapsed_lower,train
W009_V08_P05,W009,P05,V08,,06b3722a659ef717b65d31f9c9c2a5cfa82374ddce10fd7d6e97aa59c68a67d7,6b1f23f9afc7b6c5b5c15ed42c4731148442698dc81b80a49378ccd1a9faf972,whitespace_collapsed_lower,train
W009_V08_P06,W009,P06,V08,,584a4bb83fcf420acf0906df4444a8b0b51718ab8245b853806bc33181d6ab37,5adcddc6000053617c71559cba63bac3a6dc9e364a02862af78f2df0794a8894,whitespace_collapsed_lower,train
W009_V08_P07,W009,P07,V08,,9905018c3b8a5a180afdaf960a4b53ef54c7a611b63baf0d87065e27f664f947,562594cc344d1584d99f54c86b087a48617be212e6ed81f43993a63ef3c32524,whitespace_collapsed_lower,train
W009_V08_P08,W009,P08,V08,,44bc2e8883694f6664949560b77f6223ecbc8a02a05d5a8ce9f43e68776e3f0b,6a5bbd7ccf021f38bdc04c535f1a0eeaced665fa9ddf873cb8ebb5144b43c558,whitespace_collapsed_lower,train
W009_V08_P09,W009,P09,V08,,90d493efe80a8dcbc3382505a04dab8f07fc64296d2ecf0b0092f981023f25ba,07b241cf78d7a6151531055f9e4edf33034df39103732093ada7b0cfc06a6903,whitespace_collapsed_lower,train
W009_V08_P10,W009,P10,V08,,ae7447d88affe1e7ac2a70e8d5f7798263f1aa51519f77d50ed2dd94a7879760,d6dcf34d4cc9cb96563b8eb44cccc8f471e021c3438aca8c8eca270f673fdc79,whitespace_collapsed_lower,train
W009_V09_P01,W009,P01,V09,,f747f7f022f4d143d4a38a140c7bc5505a56ce3303833f95e380e55676e7c9f6,ff1bc92ac5e461105d5fd463d76371904cd95b828d146eb74472820dd2a8face,whitespace_collapsed_lower,train
W009_V09_P02,W009,P02,V09,,21ce2775927371fc494829416408bbd4723d07b6b86646c828849963f75f2bbe,e65879518956bad7deb32be58f93c692e71806d05c77ce2ac399e7504d994977,whitespace_collapsed_lower,train
W009_V09_P03,W009,P03,V09,,99cf32a43df618bf73d9d1a04a8830c4c507cfe19433e92ba6bfdb72c9fa93eb,03dc404d9c5e43f7cd398cbaf4583477a4759b7ec6437eefea34dc38692c1b25,whitespace_collapsed_lower,train
W009_V09_P04,W009,P04,V09,,3c519deabe945450132a110aa4c423196b421d94154dd5889b68b06e2b2495fc,fa78b5b68712e4da1741ff70cdabc2d991c0c0491ac5032cef4582743011ffc8,whitespace_collapsed_lower,train
W009_V09_P05,W009,P05,V09,,838c06ec386d0275b7e345366a2da36d9480e620407e02d06e84ddd2755de062,a817e612ca40d2f83c576fe3f97b36cf29250f0d9cf4f748cdca54b6dc660fff,whitespace_collapsed_lower,train
W009_V09_P06,W009,P06,V09,,3befc9b29f7ec048366e9ce579cbb4656e7ff54020625d66fe797ffb8989df82,a07d71b3d60e072b8f8efa5a53970d1f75ef5416e691d0d4a6e22766d8228215,whitespace_collapsed_lower,train
W009_V09_P07,W009,P07,V09,,2f3887fcbb1ce0b92f738f874788e1b1e7b145f2ed356fc8e1f81bed12db77a8,89a01d349651e62eae84f4a8cde2bf5cee2f8d13b7fc340077eaf211bd78b036,whitespace_collapsed_lower,train
W009_V09_P08,W009,P08,V09,,922b395e38513eb47264bc41aeb17c94cc4f432b38379f6a2362d45d73056d79,ebcfc644b54573e1c5e6248500bec4779b9e2b58f42b3498cb0f0cab96c1e790,whitespace_collapsed_lower,train
W009_V09_P09,W009,P09,V09,,4089d43d45319f68c57be242ac59b6975217519d8cc78d28c3967f844dfa122b,73f5e95e37f7c216afb516c71712d062ea818f80987f6ed1478a90fc5f9576d1,whitespace_collapsed_lower,train
W009_V09_P10,W009,P10,V09,,8416e1fcb1d63efe31c9acc0b3cfb7f5748576a129bc4177dd90b0667d4186e8,2e71665027fb8e66455417ed95763a0938b97549fa2bde88a882e849b1e19551,whitespace_collapsed_lower,train
W009_V10_P01,W009,P01,V10,,e71286e266ca9577a316927495bcee305285d1a8693a5cf5809844da60260262,ae636c30f40d6512c07e4b7b3e9f95172ace9c4c0c37cbfc010a2567f8007bfd,whitespace_collapsed_lower,train
W009_V10_P02,W009,P02,V10,,ebe81c581fb9f6d870d87492351cca25be68b71114550a4aa6239c61bfc1f4ea,d6df395597340f332dd0850bfc30a01cfb62ed642f5605c50eb5d4c9f86c00cb,whitespace_collapsed_lower,train
W009_V10_P03,W009,P03,V10,,25b8895cad8501ff5aa729c29ae37f05e68cbf636d41f2092515d67558463970,c5316cf94973407f3768f762ff87f4aa7534660bdb1cf922fcb27bd97bf0cd62,whitespace_collapsed_lower,train
W009_V10_P04,W009,P04,V10,,95abe9f2096a851d205361784192e99bfe09692cea2cc9da98a238b0226393a6,b30af360d557d4e6e27005ca25d7844f702ac038c4de372e8da5aa9891b3f452,whitespace_collapsed_lower,train
W009_V10_P05,W009,P05,V10,,d2ffb8da5fd201e01a99101d93deba5bb2c40071a27233985d763d9f70d89b77,d061379690bc7afc0632b4dd6b07284b6c7c493f669d2d29f6ec1746a8e87280,whitespace_collapsed_lower,train
W009_V10_P06,W009,P06,V10,,9209f6aec01b1af6ce91b82a2a711496149a9db7378df750ea1b729550edc133,c55784a3b4a98d3579b0391662e2ebca2143473a3e623d0c5ea2afdf232cba22,whitespace_collapsed_lower,train
W009_V10_P07,W009,P07,V10,,5a97489d66ca49afe01a3edf3b412c0aed7c077c128319419da751a8e3764748,41eb00f1a5726a98558d883510ae5c18957c3b42719249631590a7943d462a54,whitespace_collapsed_lower,train
W009_V10_P08,W009,P08,V10,,441d5c501841b9d89f3405deda3214d97c218f33f373e2efdf85589ee8e0c605,45014b48ca1e747c783a6c3771e09aeef0f9a811fc12534986ee2d10356df1be,whitespace_collapsed_lower,train
W009_V10_P09,W009,P09,V10,,a686cc023b63e6a088ca3d4e1c3d45185f406b34753ed2c8658e05c11bac1ab3,89a49118afb8479a3b46cdb60358b30bf992041ab71e9804f424060c0eee07e7,whitespace_collapsed_lower,train
W009_V10_P10,W009,P10,V10,,cfd40338f1fcb017b39eb0dd8af1566971a880bdfa50552ddfa0cf5bbd050232,4be6f8436fddb4bb886e33d5aecf397ac3241c28bf41af2805fc280beca409ce,whitespace_collapsed_lower,train
W010_V01_P01,W010,P01,V01,,754fc45ce6db8fa1579a9b0800e0524291e3e01929d9a1f695759e28fdcb9f7c,77aced8c51e810cf347496010e49e4f67667a098b0a4a499c39cdf70d4c3942c,whitespace_collapsed_lower,train
W010_V01_P02,W010,P02,V01,,a114dc90d8a0d10168527ec22ff03586fd27bcaa0c4a7897c5212a41d4c5a703,5e7360c3ab33fb1e643cbe49b5185dd04dd42cd2a881f3bac08823d31eee1bff,whitespace_collapsed_lower,train
W010_V01_P03,W010,P03,V01,,7ab1eae12f978304c8e4c8e0b75851af0b0b6f9b17c6b8f693049ba2547d4994,ffc95b50435df285aafe06ab617f038db7c5c9a82b200a549c56292f8980c5e1,whitespace_collapsed_lower,train
